"HISTORY","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"448
HISTORY","","","","","","","","","","","","","","","","","","","",""
"","101","001","81","2.741","1.2","18.5","44.4","23.5","4.9","2.5","4.9",".",".",".",".",".",".",".",".","."
"","101","002","80","3.234","12.5","38.8","30.0","11.3","3.8",".",".","2.5",".",".",".",".",".",".","1.3","."
"Amer Hist to Civil War Era","","Course Total","161","2.981","6.8","28.6","37.3","17.4","4.3","1.2","2.5","1.2",".",".",".",".",".",".","0.6","."
"Amer Hist-Civil War-Present","102","001","311","3.160","17.4","24.8","39.5","9.0","5.5","0.6","1.0","2.3",".",".",".",".",".",".",".","."
"Intro-E Asian History:China","103","001","56","3.036","14.3","19.6","39.3","19.6","5.4",".","1.8",".",".",".",".",".",".",".",".","."
"The Ancient Mediterranean","110","001","57","2.900","8.8","29.8","33.3","10.5","10.5","1.8","3.5",".",".",".",".",".","1.8",".",".","."
"Medieval Europe 410-1500","115","001","113","2.943","7.1","25.7","37.2","17.7","7.1",".","3.5","1.8",".",".",".",".",".",".",".","."
"Modern Europe 1500-1815","119","001","57","2.955","12.3","19.3","31.6","19.3","12.3",".","1.8","1.8",".",".",".",".","1.8",".",".","."
"Europe&Mod World 1815-On","120","001","120","3.095","15.8","30.8","25.8","15.8","5.0","2.5","1.7","0.8",".",".",".",".","0.8","0.8",".","."
"Directed Study","199","015","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Historical Studies","200","001","13","3.773","53.8","23.1","7.7",".",".",".",".",".",".",".",".",".","15.4",".",".","."
"","202","001","18","3.234","44.4","16.7","5.6","5.6","11.1",".","5.6","11.1",".",".",".",".",".",".",".","."
"","202","002","39","3.168","33.3","15.4","23.1","5.1","10.3","2.6","2.6","5.1",".",".",".",".",".","2.6",".","."
"","202","203","10","3.458","20.0","50.0","30.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","202","204","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Spec Topics-European Hist","","Course Total","69","3.229","33.3","21.7","20.3","4.3","8.7","1.4","2.9","5.8",".",".",".",".",".","1.4",".","."
"Spec Topics-3rd World Hist","203","203","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Modern Latin America","242","001","73","3.167","17.8","26.0","37.0","12.3","4.1",".","1.4",".",".",".",".",".",".","1.4",".","."
"SE Asia:Vietnam to Philipns","244","001","52","3.692","63.5","23.1","5.8","3.8","3.8",".",".",".",".",".",".",".",".",".",".","."
"American Business History","247","001","85","3.219","18.8","40.0","24.7","3.5","2.4","5.9","1.2","3.5",".",".",".",".",".",".",".","."
"Jews, Greeks, and Romans","251","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Russia: An Interdis Survey","253","001","45","3.156","20.0","35.6","22.2","13.3","4.4","2.2","2.2",".",".",".",".",".",".",".",".","."
"Latin America-Introduction","260","001","60","3.259","18.3","26.7","41.7","6.7","3.3",".",".","3.3",".",".",".",".",".",".",".","."
"Africa: Introductory Survey","277","001","47","3.489","51.1","19.1","17.0","6.4","4.3","2.1",".",".",".",".",".",".",".",".",".","."
"Hist Am Thought 1859-Pres","302","001","83","3.211","21.7","16.9","47.0","8.4","2.4",".","1.2","1.2",".",".",".",".",".",".","1.2","."
"A History of Greek Civ","303","001","46","3.258","17.4","47.8","21.7","2.2","8.7",".","2.2",".",".",".",".",".",".",".",".","."
"Hist-Modern China 1911-1949","338","001","34","3.052","23.5","14.7","35.3","14.7","8.8",".","2.9",".",".",".",".",".",".",".",".","."
"Hist-Spain&Portugal to 1700","339","001","44","2.989","25.0","18.2","15.9","15.9","18.2","4.5",".","2.3",".",".",".",".",".",".",".","."
"Peoples Replc China 1949 on","342","001","65","3.287","23.1","32.3","24.6","10.8","3.1","1.5",".","4.6",".",".",".",".",".",".",".","."
"Seventeenth-Century Europe","351","001","47","3.291","23.4","31.9","31.9","6.4","6.4",".",".",".",".",".",".",".",".",".",".","."
"Women-Amer Society to 1870","353","001","52","3.430","28.8","40.4","17.3","3.8","5.8",".",".","3.8",".",".",".",".",".",".",".","."
"The Second World War","357","001","85","3.175","8.2","43.5","24.7","10.6","2.4",".","2.4","4.7",".",".",".",".",".","3.5",".","."
"The Anglo-Saxons","360","001","14","3.192","28.6","21.4","14.3","14.3","14.3",".",".",".",".",".",".",".","7.1",".",".","."
"Modern Britain: 1485-1660","361","001","51","3.126","15.7","23.5","37.3","17.6","3.9",".",".",".",".",".",".",".",".","2.0",".","."
"History of Africa to 1500","376","001","27","2.692","3.7","7.4","40.7","33.3","11.1",".","3.7",".",".",".",".",".",".",".",".","."
"Hist of Africa, 1500-1870","377","001","60","3.222","13.3","33.3","38.3","8.3",".",".","1.7","5.0",".",".",".",".",".",".",".","."
"Hist of Africa Since 1870","378","001","48","3.181","20.8","25.0","35.4","12.5","2.1",".","2.1","2.1",".",".",".",".",".",".",".","."
"Civil War Era, 1848-1877","393","001","123","3.372","31.7","32.5","25.2","4.9","1.6",".","2.4","1.6",".",".",".",".",".",".",".","."
"Science in America","394","001","7","2.333",".","14.3","28.6","14.3","14.3",".","14.3",".",".",".",".",".","14.3",".",".","."
"United States 1914-1945","397","001","120","3.398","35.0","28.3","20.8","12.5","2.5",".","0.8",".",".",".",".",".",".",".",".","."
"Amer Urban Hist Since 1870","402","001","144","2.975","18.1","24.3","22.9","16.7","11.8","2.1","2.8","1.4",".",".",".",".",".",".",".","."
"March 29, 2013","","","","","","","","","","","","","","","","","","","Page 223 of 383",""
