"","699
033","3","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","699
088","4","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","699
089","5","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Independent Study","Course Total","13","3.935","69.2","7.7",".",".",".",".",".","15.4","",".",".","",".","7.7",".",".",".","."
"E P D
348","Dept. Total","777","3.519","42.3","28.4","18.3","4.8","2.1","0.8","0.6","1.3","",".",".","",".","0.1","0.5","0.4","0.4","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"348
E P D","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","201","3.310","23.9","36.8","26.9","8.5","1.5","0.5","0.5","1.0","",".",".","",".",".",".","0.5",".","."
"Sophomore","","134","3.350","28.4","35.1","23.9","6.7","1.5","0.7","1.5",".","",".",".","",".",".","0.7","1.5",".","."
"Junior","","131","3.531","46.6","28.2","16.0","1.5","4.6","1.5","0.8","0.8","",".",".","",".",".",".",".",".","."
"Senior","","240","3.621","57.1","20.8","13.3","3.8","2.1","0.8","0.4","0.8","",".",".","",".",".","0.8",".",".","."
"Undergraduates","","706","3.479","40.2","29.5","19.7","5.2","2.3","0.8","0.7","0.7","",".",".","",".",".","0.4","0.4",".","."
"Special","","43","3.839","65.1","9.3","7.0",".",".",".",".","9.3","",".",".","",".",".","2.3",".","7.0","."
"Graduate","","28","3.816","60.7","32.1",".",".",".",".",".","3.6","",".",".","",".","3.6",".",".",".","."
"","Dept. Total","777","3.519","42.3","28.4","18.3","4.8","2.1","0.8","0.6","1.3","",".",".","",".","0.1","0.5","0.4","0.4","."
