"CHEMISTRY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"224
CHEM","","","","","","","","","","","","","","","","","","","",""
"990","035","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","037","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","038","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"990","043","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","047","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"990","048","","10","4.000","50.0",".",".",".",".",".",".","50.0",".",".",".",".",".",".",".","."
"990","049","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","050","","13","4.000","23.1",".",".",".",".",".",".","76.9",".",".",".",".",".",".",".","."
"Research-Organic","Course Total","","83","4.000","54.2",".",".",".",".",".",".","42.2",".",".",".","3.6",".",".",".","."
"992","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"992","004","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"992","008","","8","4.000","37.5",".",".",".",".",".",".","25.0",".",".",".","37.5",".",".",".","."
"992","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"992","013","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"992","021","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"992","022","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"992","024","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"992","025","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"992","039","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"992","040","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"992","041","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"992","046","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"992","048","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"992","050","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research-Physical","Course Total","","45","4.000","62.2",".",".",".",".",".",".","28.9",".",".",".","8.9",".",".",".","."
"993","002","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"993","003","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"993","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"993","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"993","029","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"993","039","","9","3.955","88.9",".","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"993","041","","6","4.000","33.3",".",".",".",".",".",".","50.0",".",".",".","16.7",".",".",".","."
"993","046","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"993","049","","7","",".",".",".",".",".",".",".","57.1",".",".",".","42.9",".",".",".","."
"Research-Analytical","Course Total","","34","3.976","47.1",".","2.9",".",".",".",".","26.5",".",".",".","23.5",".",".",".","."
"994","005","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"994","009","","6","4.000","16.7",".",".",".",".",".",".","66.7",".",".",".","16.7",".",".",".","."
"994","010","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"994","011","","6","4.000","33.3",".",".",".",".",".",".","33.3",".",".",".","33.3",".",".",".","."
"994","015","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"994","020","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"994","030","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"994","035","","6","3.500","16.7",".","16.7",".",".",".",".","50.0",".",".",".","16.7",".",".",".","."
"994","040","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"994","041","","1","***","","","","","","","","","",".",".",".",".",".",".","."
