"CHEMISTRY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"224
CHEM","","","","","","","","","","","","","","","","","","",""
"General Chemistry","103
001","306","3.085","30.1","5.2","45.1","1.3","14.7","2.0","1.6",".",".",".",".",".",".",".",".","."
"","104
001","242","2.932","21.5","15.3","27.3","8.3","24.8","1.7","1.2",".",".",".",".",".",".",".",".","."
"","002
104","334","2.882","18.6","17.1","26.0","16.2","14.7","6.3","1.2",".",".",".",".",".",".",".",".","."
"","003
104","307","2.909","14.7","14.3","33.2","22.1","12.4","2.3","1.0",".",".",".",".",".",".",".",".","."
"","104
004","228","2.590","17.1","4.8","32.9","3.1","26.3","13.6","1.8",".",".",".",".",".",".","0.4",".","."
"","005
104","185","2.354","16.2","3.8","17.8","4.3","40.5","11.9","5.4",".",".",".",".",".",".",".",".","."
"General Chemistry","Course Total","1296","2.771","17.6","12.0","28.0","12.1","21.8","6.6","1.9",".",".",".",".",".",".","0.1",".","."
"General Chemistry","108
001","84","2.875","23.8","13.1","27.4","7.1","19.0","8.3","1.2",".",".",".",".",".",".",".",".","."
"","110
001","113","3.469","57.5","13.3","14.2","4.4","8.0","0.9","1.8",".",".",".",".",".",".",".",".","."
"","110
002","117","3.504","53.8","13.7","24.8","1.7","3.4","1.7","0.9",".",".",".",".",".",".",".",".","."
"","003
110","92","3.433","45.7","25.0","12.0","7.6","3.3","4.3",".",".",".",".",".",".",".","2.2",".","."
"Gen & Analytical Chem II","Course Total","322","3.472","52.8","16.8","17.4","4.3","5.0","2.2","0.9",".",".",".",".",".",".","0.6",".","."
"Chemical Principles II","116
001","30","3.700","60.0","20.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Analytical Chemistry","221
001","89","3.591","49.4","38.2","6.7",".","1.1","1.1","2.2",".",".",".",".",".",".","1.1",".","."
"","299
042","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
045","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
048","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","5","***","","","","","","","","","","","","","","","",""
"Intro Organic Chemistry","001
343","211","2.517","16.6","3.8","21.8","9.5","36.0","10.9","1.4",".",".",".",".",".",".",".",".","."
"","344
001","17","3.559","35.3","47.1","11.8","5.9",".",".",".",".",".",".",".",".",".",".",".","."
"","344
002","16","3.375","25.0","31.3","37.5","6.3",".",".",".",".",".",".",".",".",".",".",".","."
"","344
003","18","3.417","27.8","33.3","33.3","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"","344
004","17","3.324","29.4","23.5","29.4","17.6",".",".",".",".",".",".",".",".",".",".",".","."
"","005
344","18","3.361","38.9",".","55.6","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"","344
006","18","3.361","27.8","33.3","27.8","5.6","5.6",".",".",".",".",".",".",".",".",".",".","."
"","344
007","16","3.563","50.0","18.8","25.0","6.3",".",".",".",".",".",".",".",".",".",".",".","."
"","344
008","16","3.469","37.5","31.3","18.8","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"","009
344","18","3.278","22.2","22.2","44.4","11.1",".",".",".",".",".",".",".",".",".",".",".","."
"","344
010","18","3.361","27.8","22.2","44.4","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"","011
344","18","3.472","33.3","38.9","16.7","11.1",".",".",".",".",".",".",".",".",".",".",".","."
"","012
344","16","3.375","31.3","25.0","31.3","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"","013
344","17","3.412","41.2","11.8","35.3","11.8",".",".",".",".",".",".",".",".",".",".",".","."
"","344
014","18","3.528","50.0","22.2","16.7","5.6","5.6",".",".",".",".",".",".",".",".",".",".","."
"","344
015","15","3.367","26.7","26.7","40.0","6.7",".",".",".",".",".",".",".",".",".",".",".","."
"","344
016","17","3.353","29.4","17.6","47.1","5.9",".",".",".",".",".",".",".",".",".",".",".","."
"","344
017","10","3.350","30.0","10.0","60.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","344
018","10","3.200","20.0","10.0","60.0","10.0",".",".",".",".",".",".",".",".",".",".",".","."
"","019
344","7","3.357","42.9","14.3","28.6",".","14.3",".",".",".",".",".",".",".",".",".",".","."
"","344
023","13","3.577","61.5",".","30.8","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"","024
344","12","3.542","33.3","41.7","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","344
025","16","3.500","43.8","6.3","43.8",".",".",".",".",".",".",".",".",".",".","6.3",".","."
"","344
026","15","3.500","46.7","13.3","33.3","6.7",".",".",".",".",".",".",".",".",".",".",".","."
"","344
027","16","3.531","37.5","31.3","31.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","344
028","14","3.429","35.7","21.4","35.7","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"","029
344","18","3.444","33.3","33.3","22.2","11.1",".",".",".",".",".",".",".",".",".",".",".","."
"March 29, 2013","","","","","","","","","","","","","","","","","","Page 173 of 383",""
