"LAW","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"528
LAW","","","","","","","","","","","","","","","","","","",""
"Taxation I","742
001","73","3.431","34.2","8.2","30.1","5.5","1.4",".",".","20.5",".",".",".",".",".",".",".","."
"Administrative Law","744
001","66","3.613","37.9","22.7","19.7",".",".",".",".","19.7",".",".",".",".",".",".",".","."
"Legislation","746
001","46","3.557","32.6","19.6","23.9",".",".",".",".","23.9",".",".",".",".",".",".",".","."
"Trademarks","749
001","56","3.549","35.7","30.4","23.2","1.8",".",".",".","8.9",".",".",".",".",".",".",".","."
"","760
001","13","3.417","38.5","7.7","38.5","7.7",".",".",".",".",".",".",".",".",".",".",".","7.7"
"","002
760","26","3.462","42.3","15.4","38.5",".","3.8",".",".",".",".",".",".",".",".",".",".","."
"Role of Police in Free Soc","Course Total","39","3.447","41.0","12.8","38.5","2.6","2.6",".",".",".",".",".",".",".",".",".",".","2.6"
"Equal Employment Law","765
001","40","3.461","37.5","17.5","37.5",".",".","2.5",".","5.0",".",".",".",".",".",".",".","."
"","801
001","12","3.792","75.0","8.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","801
002","54","3.457","37.0","13.0","33.3",".",".","3.7",".","13.0",".",".",".",".",".",".",".","."
"Evidence","Course Total","66","3.525","43.9","12.1","30.3",".",".","3.0",".","10.6",".",".",".",".",".",".",".","."
"","001
802","28","3.464","39.3","21.4","32.1","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"","002
802","29","3.344","17.2","17.2","17.2",".",".","3.4",".","44.8",".",".",".",".",".",".",".","."
"","003
802","91","3.538","36.3","27.5","22.0",".",".",".","1.1","13.2",".",".",".",".",".",".",".","."
"Civil Procedure II","Course Total","148","3.496","33.1","24.3","23.0","1.4",".","0.7","0.7","16.9",".",".",".",".",".",".",".","."
"","808
001","16","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","808
002","13","3.462","15.4","61.5","23.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Legal Writing","Course Total","29","3.759","62.1","27.6","10.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","813
001","10","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","813
002","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","813
003","8","4.000","12.5",".",".",".",".",".",".","87.5",".",".",".",".",".",".",".","."
"Administrative Advocacy","Course Total","24","4.000","4.2",".",".",".",".",".",".","95.8",".",".",".",".",".",".",".","."
"","815
001","9","3.056",".","44.4","22.2","33.3",".",".",".",".",".",".",".",".",".",".",".","."
"","815
002","32","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","815
003","18","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","815
004","15","3.800","80.0","6.7","6.7","6.7",".",".",".",".",".",".",".",".",".",".",".","."
"","815
005","24","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","815
006","20","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Appellate Advocacy II","Course Total","118","3.881","54.2","4.2","2.5","3.4",".",".",".","35.6",".",".",".",".",".",".",".","."
"Tax-Partnershps & S Corps","816
001","9","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Creditors & Debtors Rights","821
001","28","3.595","39.3","14.3","17.9","3.6",".",".",".","25.0",".",".",".",".",".",".",".","."
"Family Law I","822
001","59","3.366","39.0","10.2","33.9","5.1","5.1","1.7",".","5.1",".",".",".",".",".",".",".","."
"Family Law II","823
001","15","3.500","40.0","20.0","40.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Federal Jurisdiction","824
001","24","3.500","29.2","41.7","29.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"International Law","827
001","23","3.413","39.1","13.0","39.1","8.7",".",".",".",".",".",".",".",".",".",".",".","."
"Local Government Law","834
001","21","3.600","33.3","19.0","19.0",".",".",".",".","28.6",".",".",".",".",".",".",".","."
"Remedies","839
001","47","3.383","23.4","14.9","19.1","4.3",".","2.1",".","34.0",".",".",".",".",".",".","2.1","."
"Taxation II","840
001","21","3.667","38.1","19.0","14.3",".",".",".",".","28.6",".",".",".",".",".",".",".","."
"Unfair Trade Practices","843
001","21","3.475","38.1","23.8","23.8","9.5",".",".",".","4.8",".",".",".",".",".",".",".","."
"Water Rights Law","845
001","24","3.639","41.7","12.5","20.8",".",".",".",".","25.0",".",".",".",".",".",".",".","."
"Environ Law & Institutions","848
001","43","3.527","37.2","18.6","27.9","2.3",".",".",".","11.6",".",".",".",".",".",".",".","2.3"
"","850
001","68","3.541","38.2","23.5","25.0","2.9",".",".",".","8.8",".",".",".",".",".",".",".","1.5"
"","850
002","33","3.571","45.5","9.1","27.3","3.0",".",".",".","15.2",".",".",".",".",".",".",".","."
"March 29, 2013","","","","","","","","","","","","","","","","","","Page 321 of 383",""
