"","999
037","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
039","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
046","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Independent Reading","Course Total","18","3.870","55.6",".","5.6",".",".",".",".","38.9","",".",".","",".",".",".",".",".","."
"ED PSYCH
315","Dept. Total","958","3.384","46.2","16.3","17.5","7.8","6.5","2.4","0.5","2.1","",".",".","",".","0.1","0.3","0.1","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"315
ED PSYCH","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","109","2.906","17.4","19.3","26.6","11.9","18.3","6.4",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","176","3.193","27.8","21.0","27.8","14.8","5.7","1.1","1.7",".","",".",".","",".",".",".",".",".","."
"Junior","","159","3.175","32.7","22.0","20.8","10.1","7.5","4.4","1.3","1.3","",".",".","",".",".",".",".",".","."
"Senior","","159","3.219","35.8","16.4","21.4","10.7","8.8","3.8",".","2.5","",".",".","",".",".",".","0.6",".","."
"Undergraduates","","603","3.142","29.4","19.7","24.0","11.9","9.3","3.6","0.8","1.0","",".",".","",".",".",".","0.2",".","."
"Special","","28","3.421","60.7","10.7","3.6","3.6","14.3","3.6",".",".","",".",".","",".",".",".",".","3.6","."
"Graduate","","327","3.847","76.1","10.4","6.7","0.6","0.6",".",".","4.3","",".",".","",".","0.3","0.9",".",".","."
"","Dept. Total","958","3.384","46.2","16.3","17.5","7.8","6.5","2.4","0.5","2.1","",".",".","",".","0.1","0.3","0.1","0.1","."
