"","990
017","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
079","2","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"PhD Thesis-Risk&Insurance","Course Total","4","***","","","","","","","","","","","","","","","","","","",""
"Read&Rsch-Risk Mgt&Ins Phd","999
003","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"R M I
241","Dept. Total","320","2.997","16.6","10.6","46.3","12.8","9.7","1.9","0.6","1.3","",".",".","",".","0.3","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"241
R M I","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","66","2.992","10.6","10.6","56.1","12.1","10.6",".",".",".","",".",".","",".",".","",".",".",".","."
"Junior","","113","2.836","11.5","8.0","49.6","12.4","13.3","3.5","1.8",".","",".",".","",".",".","",".",".",".","."
"Senior","","120","3.045","16.7","13.3","44.2","15.0","7.5","1.7",".","1.7","",".",".","",".",".","",".",".",".","."
"Undergraduates","","299","2.954","13.4","10.7","48.8","13.4","10.4","2.0","0.7","0.7","",".",".","",".",".","",".",".",".","."
"Special","","2","2.500",".",".",".","50.0",".",".",".","50.0","",".",".","",".",".","",".",".",".","."
"Graduate","","19","3.816","68.4","10.5","10.5",".",".",".",".","5.3","",".",".","",".","5.3","",".",".",".","."
"","Dept. Total","320","2.997","16.6","10.6","46.3","12.8","9.7","1.9","0.6","1.3","",".",".","",".","0.3","",".",".",".","."
