"","","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","",""
"HISTORY OF SCIENCE","Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","","Grades","GPA","","","","","","","","","","","","","","","",""
"456
HIST SCI","","","","","","","","","","","","","","","","","","","","",""
"Great Scientists","100","001","","37","3.419","29.7","32.4","32.4","2.7","2.7",".",".",".",".",".",".",".",".",".",".","."
"Making of Modern Science","202","001","","80","3.090","17.5","35.0","22.5","5.0","12.5","3.8","1.3","2.5",".",".",".",".",".",".",".","."
"The Sciences of Man","205","001","","58","3.364","25.9","39.7","17.2","5.2","5.2","1.7",".","5.2",".",".",".",".",".",".",".","."
"The Physician in History","212","001","","42","3.171","28.6","23.8","28.6","4.8","7.1",".","4.8","2.4",".",".",".",".",".",".",".","."
"Technol&Social Chng in Hist","222","001","","29","3.200","10.3","37.9","31.0","3.4",".",".","3.4","10.3",".",".",".",".","3.4",".",".","."
"Ag&Soc Change-Western Hist","230","001","","17","2.941","5.9","41.2","5.9","29.4","17.6",".",".",".",".",".",".",".",".",".",".","."
"Ancient & Medieval Science","322","001","","12","3.773","50.0","41.7",".",".",".",".",".",".",".",".",".",".","8.3",".",".","."
"History of Technology","337","001","","23","3.205","17.4","39.1","26.1","8.7",".",".","4.3",".",".",".",".",".",".","4.3",".","."
"The Darwinian Revolution","343","001","","25","3.120","32.0","8.0","36.0",".","24.0",".",".",".",".",".",".",".",".",".",".","."
"Spec Topics-Hist of Science","350","001","","10","3.889","70.0","20.0",".",".",".",".",".","10.0",".",".",".",".",".",".",".","."
"Science in America","394","001","","11","3.056","27.3","18.2","18.2","9.1",".",".","9.1","9.1",".",".",".",".","9.1",".",".","."
"History of Pharmacy","401","001","","15","3.733","73.3",".","26.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Making of Modern Science","404","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Health, Disease&Healing II","508","001","","8","3.120","12.5","12.5","62.5","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"Dev Public Health-America","509","001","","19","3.382","26.3","26.3","26.3","10.5",".",".",".",".",".",".",".",".","10.5",".",".","."
"Race, Amer Med & Pub Health","523","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Undergrad Smr-Hist of Sci","555","001","","10","3.750","70.0","10.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Byzantine Med & Pharmacy","562","001","","9","3.556","55.6",".","44.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Clin Medicine Since 1750","575","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Studies-Ancient&Medievl Sci","622","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Studies-Hist of Technology","637","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Topics in History of Med","668","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","681","022","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","682","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","682","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","","Course Total","","2","***","","","","","","","","","","","","","","","",""
"Directed Study","698","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Smr:Modern Physical Science","905","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Social Aspects-Dev of Sci","913","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Seminar:Research and Thesis","925","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"History of Science Colloq","950","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","007","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","009","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","015","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","018","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","019","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","","Course Total","","14","4.000","35.7",".",".",".",".",".",".","57.1",".",".",".","7.1",".",".",".","."
"Independent Work","999","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
