"","990
100","","1","***","","","","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
150","","1","***","","","","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
151","","2","***","","","","","","","","","","","","",".",".","",".",".","",".",".","."
"Rsch in Human Cancer Bio","Course Total","","22","3.972","77.3",".","4.5",".","",".",".","",".","13.6","",".",".","",".","4.5","",".",".",".","."
"H ONCOL
480","Dept. Total","","59","3.774","49.2","11.9","8.5","1.7","",".","1.7","",".","6.8","",".","18.6","",".","1.7","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","","D","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","",""
"480
H ONCOL","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","","1","4.000","100.0",".",".",".","",".",".","",".",".","",".",".","",".",".","",".",".",".","."
"Senior","","","4","3.538","75.0",".",".",".","",".","25.0","",".",".","",".",".","",".",".","",".",".",".","."
"Undergraduates","","","5","3.571","80.0",".",".",".","",".","20.0","",".",".","",".",".","",".",".","",".",".",".","."
"Special","","","4","3.500",".","25.0",".",".","",".",".","",".","25.0","",".","50.0","",".",".","",".",".",".","."
"Graduate","","","46","3.817","50.0","10.9","8.7","2.2","",".",".","",".","6.5","",".","19.6","",".","2.2","",".",".",".","."
"Prof Yr 3","","","4","3.625","50.0","25.0","25.0",".","",".",".","",".",".","",".",".","",".",".","",".",".",".","."
"Professionals","","","4","3.625","50.0","25.0","25.0",".","",".",".","",".",".","",".",".","",".",".","",".",".",".","."
"","Dept. Total","","59","3.774","49.2","11.9","8.5","1.7","",".","1.7","",".","6.8","",".","18.6","",".","1.7","",".",".",".","."
