"SPANISH (SPANISH AND PORTU Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"912
SPANISH","","","","","","","","","","","","","","","","","","",""
"","101
001","21","3.262","33.3","23.8","23.8",".","19.0",".",".",".",".",".",".",".",".",".",".","."
"","101
002","24","3.479","50.0","20.8","12.5","8.3","8.3",".",".",".",".",".",".",".",".",".",".","."
"","101
003","20","3.125","40.0","15.0","15.0","10.0","15.0",".","5.0",".",".",".",".",".",".",".",".","."
"","101
004","22","3.595","45.5","36.4","4.5","4.5","4.5",".",".","4.5",".",".",".",".",".",".",".","."
"","005
101","21","2.947","33.3","4.8","14.3","23.8","4.8","4.8","4.8","9.5",".",".",".",".",".",".",".","."
"","101
006","17","2.824","17.6","11.8","41.2",".","23.5",".","5.9",".",".",".",".",".",".",".",".","."
"","008
101","23","3.217","47.8","17.4","13.0",".","13.0","4.3","4.3",".",".",".",".",".",".",".",".","."
"","101
009","24","3.208","37.5","16.7","16.7","8.3","20.8",".",".",".",".",".",".",".",".",".",".","."
"","101
010","23","3.205","34.8","21.7","21.7",".","13.0",".","4.3","4.3",".",".",".",".",".",".",".","."
"","011
101","19","2.737","15.8","15.8","31.6","5.3","21.1","5.3","5.3",".",".",".",".",".",".",".",".","."
"","101
013","20","3.050","40.0","10.0","15.0","10.0","20.0",".","5.0",".",".",".",".",".",".",".",".","."
"First Year Spanish","Course Total","234","3.167","36.8","17.9","18.4","6.4","14.5","1.3","3.0","1.7",".",".",".",".",".",".",".","."
"","102
001","20","3.225","35.0","25.0","10.0","10.0","20.0",".",".",".",".",".",".",".",".",".",".","."
"","102
002","23","3.478","43.5","8.7","47.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","003
102","23","3.478","52.2","17.4","13.0","8.7","8.7",".",".",".",".",".",".",".",".",".",".","."
"","004
102","21","2.595","14.3","9.5","28.6","14.3","19.0","9.5","4.8",".",".",".",".",".",".",".",".","."
"","102
005","23","3.261","34.8","13.0","34.8","4.3","13.0",".",".",".",".",".",".",".",".",".",".","."
"","102
006","22","3.364","50.0","9.1","18.2","9.1","13.6",".",".",".",".",".",".",".",".",".",".","."
"","102
007","24","3.438","37.5","25.0","25.0","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"","102
008","22","2.841","13.6","27.3","18.2","13.6","22.7",".","4.5",".",".",".",".",".",".",".",".","."
"","010
102","23","2.727","4.3","17.4","34.8","8.7","26.1","4.3",".","4.3",".",".",".",".",".",".",".","."
"","102
011","23","2.739","13.0","8.7","39.1","8.7","26.1",".","4.3",".",".",".",".",".",".",".",".","."
"","013
102","23","2.848","17.4","13.0","26.1","17.4","21.7","4.3",".",".",".",".",".",".",".",".",".","."
"","102
014","23","3.523","56.5","8.7","17.4","4.3","8.7",".",".","4.3",".",".",".",".",".",".",".","."
"","015
102","22","2.705","18.2","13.6","18.2","18.2","22.7","4.5","4.5",".",".",".",".",".",".",".",".","."
"","102
016","19","3.368","36.8","21.1","26.3","10.5","5.3",".",".",".",".",".",".",".",".",".",".","."
"","102
017","20","2.825","10.0","25.0","30.0","10.0","15.0","10.0",".",".",".",".",".",".",".",".",".","."
"First Year Spanish","Course Total","331","3.097","29.3","16.0","26.0","10.0","14.8","2.1","1.2","0.6",".",".",".",".",".",".",".","."
"","203
001","22","2.773","13.6","18.2","36.4","9.1","13.6",".","9.1",".",".",".",".",".",".",".",".","."
"","203
002","19","2.583","15.8","26.3",".","10.5","26.3","10.5","5.3","5.3",".",".",".",".",".",".",".","."
"","203
003","25","3.440","52.0","16.0","20.0",".","8.0","4.0",".",".",".",".",".",".",".",".",".","."
"","203
004","22","3.159","22.7","31.8","18.2","9.1","18.2",".",".",".",".",".",".",".",".",".",".","."
"","203
005","20","3.000","15.0","25.0","25.0","15.0","10.0","5.0",".","5.0",".",".",".",".",".",".",".","."
"","203
006","23","2.957","21.7",".","47.8","8.7","21.7",".",".",".",".",".",".",".",".",".",".","."
"","203
007","23","2.696","26.1","13.0","8.7","13.0","21.7","17.4",".",".",".",".",".",".",".",".",".","."
"","203
008","21","3.405","28.6","33.3","33.3",".","4.8",".",".",".",".",".",".",".",".",".",".","."
"","203
009","21","3.357","38.1","19.0","28.6","4.8","9.5",".",".",".",".",".",".",".",".",".",".","."
"","203
010","24","3.125","25.0","16.7","29.2","16.7","12.5",".",".",".",".",".",".",".",".",".",".","."
"","203
011","24","3.000","16.7","25.0","29.2","16.7","8.3",".","4.2",".",".",".",".",".",".",".",".","."
"","203
012","24","2.813","16.7","16.7","33.3","4.2","16.7","12.5",".",".",".",".",".",".",".",".",".","."
"","203
013","22","2.432","9.1","9.1","22.7","22.7","18.2","13.6","4.5",".",".",".",".",".",".",".",".","."
"","203
014","24","3.354","41.7","12.5","41.7",".",".",".","4.2",".",".",".",".",".",".",".",".","."
"Third Semester Spanish","Course Total","314","3.014","24.8","18.5","27.1","9.2","13.4","4.5","1.9","0.6",".",".",".",".",".",".",".","."
"","204
001","17","3.441","29.4","29.4","41.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","204
002","24","3.435","37.5","33.3","8.3","8.3","8.3",".",".",".","4.2",".",".",".",".",".",".","."
