"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"ALS","","","","","","","","","","","","","","","","","","",""
"SOIL SCIENCE","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"908
SOIL SCI","","","","","","","","","","","","","","","","","","",""
"301
General Soil Science","001","65","2.746","7.7","18.5","29.2","20.0","18.5","4.6","1.5",".",".",".",".",".",".",".",".","."
"315
Soil Sci-Land Use Planning","001","31","2.855","16.1","19.4","19.4","29.0","9.7","3.2","3.2",".",".",".",".",".",".",".",".","."
"322
Phys Princ-Soil & Water Mgt","001","22","3.523","40.9","31.8","22.7",".","4.5",".",".",".",".",".",".",".",".",".",".","."
"326
Plant Nutrition Management","001","17","3.088","23.5","35.3","11.8","5.9","17.6","5.9",".",".",".",".",".",".",".",".",".","."
"367
Pesticides-Iss & Applicator","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"375","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"375","003","8","3.214","50.0","12.5","12.5",".",".",".","12.5",".",".",".",".",".","12.5",".",".","."
"375","005","10","3.722","60.0","20.0",".","10.0",".",".",".","10.0",".",".",".",".",".",".",".","."
"Special Topics","Course Total","20","3.447","50.0","15.0","10.0","10.0",".",".","5.0","5.0",".",".",".",".","5.0",".",".","."
"399
Coord Intrnshp/Cooprtv Educ","011","2","***","","","","","","","","","",".",".",".",".",".",".","."
"523
Soil Microbiology & Biochem","001","9","3.556","33.3","44.4","22.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"525
Soil Geomorphology","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"606
Colloquium in Env Tox","001","6","3.417","16.7","50.0","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"621
Soil Chemistry","001","7","3.714","42.9","57.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","011","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","024","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Special Problems","Course Total","3","***","","","","","","","","","","","","","","","",""
"728
Graduate Seminar","001","24","3.875","12.5","4.2",".",".",".",".",".","79.2","4.2",".",".",".",".",".",".","."
"990","003","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","006","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","008","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","009","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","013","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","014","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","022","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","023","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","030","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","031","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","040","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","041","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","042","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","043","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","28","4.000","39.3",".",".",".",".",".",".","53.6",".",".",".","7.1",".",".",".","."
