"","990
033","5","***","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
034","1","***","","","","","","","","","",".",".","",".",".","",".",".","."
"Research and Thesis","Course Total","46","4.000","37.0",".",".",".",".",".",".","30.4","4.3",".","",".","28.3","",".",".",".","."
"Independent Work","999
009","1","***","","","","","","","","","",".",".","",".",".","",".",".","."
"M S & E
636","Dept. Total","478","3.371","36.6","20.7","18.8","2.7","1.9","1.7","1.3","12.1","0.4",".","",".","3.3","",".","0.4",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"636
M S & E","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","28","3.267","46.4","25.0","14.3","3.6","7.1","3.6",".",".",".",".","",".",".","",".",".",".","."
"Sophomore","","53","3.104","28.3","20.8","30.2","9.4","7.5","1.9","1.9",".",".",".","",".",".","",".",".",".","."
"Junior","","78","3.036","26.9","19.2","35.9","5.1","3.8","5.1","2.6",".",".",".","",".",".","",".","1.3",".","."
"Senior","","142","3.393","35.9","34.5","23.2","2.1",".","1.4","2.1","0.7",".",".","",".",".","",".",".",".","."
"Undergraduates","","301","3.234","33.2","27.2","26.9","4.3","3.0","2.7","2.0","0.3",".",".","",".",".","",".","0.3",".","."
"Special","","3","4.000","66.7",".",".",".",".",".",".",".",".",".","",".",".","",".","33.3",".","."
"Graduate","","174","3.793","42.0","9.8","5.2",".",".",".",".","32.8","1.1",".","",".","9.2","",".",".",".","."
"","Dept. Total","478","3.371","36.6","20.7","18.8","2.7","1.9","1.7","1.3","12.1","0.4",".","",".","3.3","",".","0.4",".","."
