"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"GREEK (CLASSICS)","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"428
GREEK","","","","","","","","","","","","","","","","","","","",""
"Second Semester Greek","104
002","","9","3.222","44.4","22.2","11.1",".","11.1","11.1",".",".",".",".",".",".",".",".",".","."
"Second Semester Greek","304
002","","8","3.371","37.5","25.0","12.5","25.0",".",".",".",".",".",".",".",".",".",".",".","."
"Intermediate Greek","306
001","","6","3.333","50.0","16.7",".","16.7","16.7",".",".",".",".",".",".",".",".",".",".","."
"Plato","541
001","","6","3.250","66.7","16.7",".",".",".",".","16.7",".",".",".",".",".",".",".",".","."
"Attic Orators","552
001","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","699
008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
014","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
021","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Seminar-Poetry","910
001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Seminar-Related Fields","970
001","","10","3.950","90.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"GREEK
428","Dept. Total","","60","3.600","71.7","13.3","3.3","5.0","3.3","1.7","1.7",".",".",".",".",".",".",".",".","."
