"EGR","","","","","","","","","","","","","","","","","","","","",""
"","CIVIL AND ENVIRONMENTAL EN Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","","Grades","GPA","","","","","","","","","","","","","","","",""
"240
CIV ENGR","","","","","","","","","","","","","","","","","","","","",""
"Cooperative Education Prog","1","001","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Engr Spatial Measurements","251","001","","39","3.141","15.4","15.4","51.3","17.9",".",".",".",".",".",".",".",".",".",".",".","."
"Intro-Aerial Photo Systems","301","001","","54","3.123","22.2","20.4","29.6","18.5","5.6",".","1.9",".",".",".",".",".",".","1.9",".","."
"Elec-op&Micro Remote Sensng","302","001","","30","3.466","40.0","26.7","16.7","10.0","3.3",".",".",".",".",".",".",".",".","3.3",".","."
"Remote Sensng Digtl Image","303","001","","14","2.917","14.3","14.3","21.4","14.3","21.4",".",".",".",".",".",".",".","7.1","7.1",".","."
"Remote Sensng Vis Image&GIS","304","001","","13","3.654","30.8","69.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Fluid Mechanics","310","001","","54","2.306","3.7","11.1","14.8","13.0","44.4","11.1","1.9",".",".",".",".",".",".",".",".","."
"Hydroscience","311","001","","46","2.685","4.3","28.3","17.4","17.4","23.9","8.7",".",".",".",".",".",".",".",".",".","."
"Environmental Engineering","320","001","","90","2.921","10.0","18.9","38.9","18.9","7.8","3.3","1.1",".",".",".",".",".",".","1.1",".","."
"Environmentl Engr Processes","322","001","","16","3.281","43.8","6.3","37.5",".","6.3","6.3",".",".",".",".",".",".",".",".",".","."
"Soil Mechanics","330","001","","35","2.800","22.9","8.6","20.0","20.0","22.9","2.9","2.9",".",".",".",".",".",".",".",".","."
"Structural Analysis I","340","001","","40","2.838","22.5","12.5","25.0","15.0","15.0","7.5","2.5",".",".",".",".",".",".",".",".","."
"Steel Structures I","345","001","","49","2.948","14.3","26.5","32.7",".","18.4","4.1","2.0","2.0",".",".",".",".",".",".",".","."
"Principles of Land Info Sys","353","001","","45","3.033","22.2","2.2","53.3","4.4","17.8",".",".",".",".",".",".",".",".",".",".","."
"Intro to Geographc Info Sys","357","001","","6","3.333","33.3","16.7","33.3","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"Transportation Engineering","370","001","","40","3.250","22.5","25.0","37.5","10.0","5.0",".",".",".",".",".",".",".",".",".",".","."
"Matrl-Constructd Facilities","395","001","","87","3.302","24.1","27.6","34.5","9.2","3.4",".",".",".",".",".",".",".","1.1",".",".","."
"Geom Anal-Vert Aerial Photo","403","001","","7","3.286","28.6","14.3","42.9","14.3",".",".",".",".",".",".",".",".",".",".",".","."
"Hydrologic Design","414","001","","11","3.364","36.4","9.1","45.5","9.1",".",".",".",".",".",".",".",".",".",".",".","."
"Air Pollutn Measurmnt&Cntrl","423","001","","19","3.250","21.1","31.6","26.3","5.3","10.5",".",".","5.3",".",".",".",".",".",".",".","."
"Water Treatmnt Plant Design","428","001","","13","3.615","46.2","30.8","23.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Structural Analysis II","440","001","","26","3.100","23.1","15.4","38.5","11.5","3.8",".","3.8","3.8",".",".",".",".",".",".",".","."
"Concrete Structures II","447","001","","13","3.615","38.5","46.2","15.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Legal Aspect-Land Surveying","455","001","","9","3.500","22.2","44.4","22.2",".",".",".",".",".",".",".",".",".","11.1",".",".","."
"Route Location","457","001","","12","3.167",".","33.3","66.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Project Estimatng&Schedulng","492","001","","43","3.570","44.2","41.9","9.3","2.3",".",".","2.3",".",".",".",".",".",".",".",".","."
"Civ&Envr Engr Decisn Making","494","001","","27","2.942","14.8","18.5","37.0","7.4","11.1","7.4",".",".",".",".",".",".","3.7",".",".","."
"Environmental Organic Chem","502","001","","10","3.650","50.0","30.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Industrial Pollution Cntrl","521","001","","14","3.179","28.6","7.1","50.0",".","14.3",".",".",".",".",".",".",".",".",".",".","."
"Hazardous Waste Management","522","001","","11","3.409","27.3","27.3","45.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Foundations","532","001","","22","3.214","9.1","36.4","36.4","13.6",".",".",".","4.5",".",".",".",".",".",".",".","."
"Waste Geotechnics","533","001","","17","3.375","29.4","11.8","52.9",".",".",".",".","5.9",".",".",".",".",".",".",".","."
"Remote Sensing Digitl Image","556","001","","10","3.556","30.0","40.0","20.0",".",".",".",".","10.0",".",".",".",".",".",".",".","."
"Traffic Control","574","001","","10","3.550","40.0","30.0","30.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Seminar-Transportation Engr","579","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Pln/Dsgn/Cnstrctn Integratn","595","001","","39","3.855","79.5","12.8","2.6",".","2.6",".",".","2.6",".",".",".",".",".",".",".","."
"Spec Topics-Water Chemistry","609","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","619","001","","8","3.500","25.0","62.5",".","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"","619","002","","16","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Special Topics in Hydrology","","Course Total","","24","3.786","75.0","20.8",".","4.2",".",".",".",".",".",".",".",".",".",".",".","."
