"","990
037","10","4.000","30.0",".",".",".","",".",".","",".","","40.0",".","",".",".","","30.0",".","",".",".","."
"","990
039","4","***","","","","","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
040","2","***","","","","","","","","","","","","","",".",".","",".",".","",".",".","."
"Research","Course Total","38","3.875","36.8",".","2.6",".","",".","",".","",".","47.4","",".",".","",".","13.2","",".",".",".","."
"ONCOLOGY
700","Dept. Total","118","3.858","44.1","6.8","3.4",".","",".","",".","",".","41.5","",".",".","",".","4.2","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"700
ONCOLOGY","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","3","3.800","66.7",".","33.3",".","",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Junior","","2","3.750","50.0","50.0",".",".","",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Senior","","10","4.000","100.0",".",".",".","",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Undergraduates","","15","3.891","86.7","6.7","6.7",".","",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Special","","2","4.000","100.0",".",".",".","",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Graduate","","107","3.845","34.6","6.5","2.8",".","",".","",".","",".","51.4","",".",".","",".","4.7","",".",".",".","."
"Prof Yr 2","","1","",".",".",".",".","",".","",".","",".","100.0","",".",".","",".",".","",".",".",".","."
"Prof Yr 4","","1","",".",".",".",".","",".","",".","",".","100.0","",".",".","",".",".","",".",".",".","."
"Professionals","","2","",".",".",".",".","",".","",".","",".","100.0","",".",".","",".",".","",".",".",".","."
"","Dept. Total","126","3.858","41.3","6.3","3.2",".","",".","",".","",".","45.2","",".",".","",".","4.0","",".",".",".","."
