"","990
060","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
061","3","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
067","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"Research","Course Total","30","4.000","40.0",".",".",".",".",".",".","40.0","",".",".","",".","20.0","",".",".",".","."
"AN SCI
604","Dept. Total","444","3.125","32.0","15.8","21.6","10.6","11.3","1.8","0.5","5.0","",".",".","",".","1.4","",".","0.2",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"604
AN SCI","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","30","2.713","13.3","16.7","20.0","26.7","13.3","6.7","3.3",".","",".",".","",".",".","",".",".",".","."
"Sophomore","","105","2.979","28.6","12.4","29.5","12.4","13.3","2.9","1.0",".","",".",".","",".",".","",".",".",".","."
"Junior","","87","3.088","28.7","19.5","23.0","16.1","10.3","2.3",".",".","",".",".","",".",".","",".",".",".","."
"Senior","","137","3.179","38.0","15.3","22.6","7.3","14.6","0.7",".","0.7","",".",".","",".",".","",".","0.7",".","."
"Undergraduates","","359","3.056","30.9","15.6","24.5","12.5","13.1","2.2","0.6","0.3","",".",".","",".",".","",".","0.3",".","."
"Special","","9","3.053","44.4",".","11.1","11.1","33.3",".",".",".","",".",".","",".",".","",".",".",".","."
"Graduate","","81","3.769","32.1","14.8","8.6","1.2",".",".",".","35.8","",".",".","",".","7.4","",".",".",".","."
"Prof Yr 2","","3","3.667","33.3","66.7",".",".",".",".",".",".","",".",".","",".",".","",".",".",".","."
"Professionals","","3","3.667","33.3","66.7",".",".",".",".",".",".","",".",".","",".",".","",".",".",".","."
"","Dept. Total","452","3.125","31.4","15.5","21.2","10.4","11.1","1.8","0.4","6.6","",".",".","",".","1.3","",".","0.2",".","."
