"Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"775","009","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"775","010","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"775","012","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"775","013","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"775","014","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"775","015","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"775","016","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"775","019","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"775","020","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"775","023","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"775","026","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"775","029","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"775","030","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"775","031","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","Course Total","","34","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
