"","999
089","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","999
111","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","999
201","4","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"Adv Ind Work-Applied Music","Course Total","18","3.972","88.9","5.6",".",".",".",".",".",".","",".",".","",".","",".","5.6",".",".","."
"MUS PERF
664","Dept. Total","555","3.812","72.6","18.7","5.4","1.4","0.7","0.2","0.4","0.4","",".",".","",".","",".","0.2",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"664
MUS PERF","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","83","3.772","67.5","21.7","9.6","1.2",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","82","3.789","67.1","24.4","7.3",".","1.2",".",".",".","",".",".","",".","",".",".",".",".","."
"Junior","","102","3.768","60.8","27.5","6.9","2.9","1.0",".",".","1.0","",".",".","",".","",".",".",".",".","."
"Senior","","166","3.796","76.5","15.7","3.6","1.8","0.6","0.6","1.2",".","",".",".","",".","",".",".",".",".","."
"Undergraduates","","433","3.783","69.3","21.2","6.2","1.6","0.7","0.2","0.5","0.2","",".",".","",".","",".",".",".",".","."
"Special","","27","3.745","63.0","25.9","7.4","3.7",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Graduate","","95","3.932","90.5","5.3","1.1",".","1.1",".",".","1.1","",".",".","",".","",".","1.1",".",".","."
"","Dept. Total","555","3.812","72.6","18.7","5.4","1.4","0.7","0.2","0.4","0.4","",".",".","",".","",".","0.2",".",".","."
