"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","",""
"MED","College Total","6671","3.553","47.8","15.3","19.1","2.3","3.4","0.6","0.2","8.3","0.0","2.1",".","0.3","0.3","0.0","0.1","0.1"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"MED","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","43","2.874","18.6","20.9","23.3","16.3","11.6","4.7","4.7",".",".",".",".",".",".",".",".","."
"Sophomore","","199","3.258","28.1","23.6","31.2","8.0","7.5","1.0",".",".","0.5",".",".",".",".",".",".","."
"Junior","","469","3.246","32.4","22.4","23.9","6.8","10.0","2.3","1.1","0.2",".","0.4",".",".","0.2","0.2",".","."
"Senior","","1223","3.279","32.5","23.4","25.9","6.2","7.8","1.8","0.5","0.9",".","0.9",".",".",".",".","0.1","."
"Undergraduates","","1934","3.259","31.7","23.1","25.9","6.8","8.4","1.9","0.7","0.6","0.1","0.7",".",".","0.1","0.1","0.1","."
"Special","","82","3.482","45.1","13.4","15.9","1.2","6.1","1.2","1.2","6.1",".","3.7",".",".","1.2",".",".","4.9"
"Graduate","","1180","3.757","51.0","14.7","8.0","0.7","0.6",".",".","18.5",".","3.1",".","1.4","1.5","0.1","0.6","."
"Prof Yr 1","","942","3.724","59.1","4.4","26.1","0.3","1.1",".",".","3.6",".","5.3",".",".",".",".",".","0.1"
"Prof Yr 2","","1387","3.675","61.3","0.4","20.0",".","2.5",".","0.1","13.0",".","2.7",".",".",".",".",".","."
"Prof Yr 3","","668","3.553","41.5","37.1","16.9","1.2","0.9",".","0.1","1.3","0.1",".",".",".",".","0.1",".","0.6"
"Prof Yr 4","","489","3.780","52.4","19.0","6.3","0.2","0.2",".",".","21.3",".",".",".","0.2","0.2",".","0.2","."
"Professionals","","3486","3.666","55.7","11.1","19.1","0.3","1.5",".","0.1","9.4","0.0","2.5",".","0.0","0.0","0.0","0.0","0.1"
"","College Total","6682","3.553","47.8","15.2","19.1","2.3","3.4","0.6","0.2","8.4","0.0","2.1",".","0.3","0.3","0.0","0.1","0.1"
