"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"BUS","","","","","","","","","","","","","","","","","","",""
"BUS","College Total","9638","3.202","27.0","21.7","30.6","9.2","7.9","1.6","0.4","1.1","0.0","0.1",".","0.0","0.2","0.1","0.0","0.0"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"BUS","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","106","2.795","11.3","17.0","35.8","14.2","11.3","6.6","2.8",".",".","0.9",".",".",".",".",".","."
"Sophomore","","743","2.947","19.4","16.0","29.6","12.0","18.4","2.7","0.9","0.1",".","0.8",".",".",".",".",".","."
"Junior","","2507","3.066","19.0","20.1","36.5","11.0","9.9","2.5","0.7","0.1",".","0.2",".",".","0.2",".","0.0","."
"Senior","","4038","3.165","23.2","21.0","32.9","11.4","8.3","1.5","0.3","1.1",".",".",".",".","0.1","0.2","0.0","."
"Undergraduates","","7394","3.104","21.2","20.1","33.8","11.4","9.9","2.0","0.6","0.6",".","0.1",".",".","0.1","0.1","0.0","."
"Special","","179","3.336","36.9","19.0","28.5","5.6","5.0","1.7","0.6","1.7",".",".",".",".","1.1",".",".","."
"Graduate","","2011","3.613","47.5","27.4","18.7","1.6","1.1",".",".","2.7","0.1",".",".","0.1","0.3","0.2",".","0.1"
"Prof Yr 1","","1","3.000",".",".","100.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 2","","10","3.442","40.0","20.0","30.0","10.0",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 3","","43","3.333","30.2","25.6","27.9","9.3","4.7",".",".",".",".",".",".",".",".","2.3",".","."
"Professionals","","54","3.350","31.5","24.1","29.6","9.3","3.7",".",".",".",".",".",".",".",".","1.9",".","."
"","College Total","9638","3.202","27.0","21.7","30.6","9.2","7.9","1.6","0.4","1.1","0.0","0.1",".","0.0","0.2","0.1","0.0","0.0"
