"CURRICULUM AND INSTRUCTIO Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"272
CURRIC","","","","","","","","","","","","","","","","","","","",""
"","364
001","","27","3.963","96.3",".","3.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","364
002","","25","3.920","84.0","16.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","003
364","","23","3.727","73.9","17.4",".",".",".",".","4.3",".",".",".",".",".","4.3",".",".","."
"Intro Educ:Preschl-Mid Schl","Course Total","","75","3.878","85.3","10.7","1.3",".",".",".","1.3",".",".",".",".",".","1.3",".",".","."
"","367
001","","23","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","367
002","","22","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","367
003","","25","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Prac-Rdg&Lang:Pre-Middl Sch","Course Total","","70","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","368
001","","23","3.739","60.9","30.4","4.3","4.3",".",".",".",".",".",".",".",".",".",".",".","."
"","368
002","","22","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","368
003","","25","3.980","96.0","4.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Tchg Rdg:Preschl-Middl Schl","Course Total","","70","3.907","85.7","11.4","1.4","1.4",".",".",".",".",".",".",".",".",".",".",".","."
"","369
001","","24","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","002
369","","22","3.955","90.9","9.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","369
003","","25","3.960","92.0","8.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Tchg Lang Art:Pre-Middl Sch","Course Total","","71","3.972","94.4","5.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","370
001","","24","3.833","70.8","25.0","4.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","370
002","","28","3.893","78.6","21.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","370
003","","16","3.969","93.8","6.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Teach Math:Preschl-Mid Schl","Course Total","","68","3.890","79.4","19.1","1.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","371
001","","24","3.938","91.7","4.2","4.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","371
002","","28","3.982","96.4","3.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Tchg Soc St:Pre-Middle Schl","Course Total","","52","3.962","94.2","3.8","1.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","372
001","","24","3.833","87.5",".","8.3",".","4.2",".",".",".",".",".",".",".",".",".",".","."
"","002
372","","28","3.929","92.9",".","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Tchg Sci:Preschl-Middl Schl","Course Total","","52","3.885","90.4",".","7.7",".","1.9",".",".",".",".",".",".",".",".",".",".","."
"","373
001","","24","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","373
002","","28","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Prac-Math,Sci,SocSt:Pre-Mid","Course Total","","52","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Pract: Rdg & Math-Elem Schl","374
001","","12","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","375
001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","002
375","","21","3.810","95.2",".",".",".",".",".","4.8",".",".",".",".",".",".",".",".","."
"","003
375","","21","3.800","61.9","28.6","4.8",".",".",".",".",".",".",".",".",".","4.8",".",".","."
"Proseminar","Course Total","","47","3.824","80.9","12.8","2.1",".",".",".","2.1",".",".",".",".",".","2.1",".",".","."
"Teaching Science-Sec Schl","390
001","","14","3.821","71.4","21.4","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Teach Secondary Schl Math I","393
001","","14","3.571","64.3","14.3","14.3",".",".","7.1",".",".",".",".",".",".",".",".",".","."
"Technol-Secondary Schl Math","395
001","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Teaching of English","396
001","","11","3.864","72.7","27.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","399
006","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
013","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
032","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
034","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","399
053","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
095","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"March 29, 2013","","","","","","","","","","","","","","","","","","","","Page 89 of 383"
