"","990
033","2","***","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
034","2","***","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
038","3","***","","","","","","","","","",".",".","",".",".","",".",".","."
"Thesis","Course Total","37","4.000","29.7",".",".",".",".",".",".","54.1",".",".","",".","16.2","",".",".",".","."
"SPANISH
912","Dept. Total","2126","3.197","31.4","20.9","24.8","7.4","10.0","1.9","1.2","1.9","0.1",".","",".","0.3","",".","0.1",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"912
SPANISH","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","475","3.157","30.9","18.3","28.4","6.9","11.4","1.7","2.1",".",".",".","",".",".","",".","0.2",".","."
"Sophomore","","645","3.188","26.5","24.0","28.7","7.8","10.7","0.9","1.1",".","0.2",".","",".",".","",".","0.2",".","."
"Junior","","479","3.200","29.6","22.5","26.5","7.9","9.2","2.1","0.8","1.0","0.2",".","",".",".","",".",".",".","."
"Senior","","367","3.109","34.9","17.2","18.5","9.3","12.0","4.6","1.1","2.5",".",".","",".",".","",".",".",".","."
"Undergraduates","","1966","3.169","29.9","21.0","26.2","7.9","10.7","2.1","1.3","0.7","0.1",".","",".",".","",".","0.1",".","."
"Special","","29","3.344","41.4","20.7","24.1","6.9","3.4",".","3.4",".",".",".","",".",".","",".",".",".","."
"Graduate","","126","3.813","50.8","18.3","4.8",".",".",".",".","21.4",".",".","",".","4.8","",".",".",".","."
"Prof Yr 1","","2","4.000","100.0",".",".",".",".",".",".",".",".",".","",".",".","",".",".",".","."
"Prof Yr 3","","3","3.682","33.3","66.7",".",".",".",".",".",".",".",".","",".",".","",".",".",".","."
"Professionals","","5","3.806","60.0","40.0",".",".",".",".",".",".",".",".","",".",".","",".",".",".","."
"","Dept. Total","2126","3.197","31.4","20.9","24.8","7.4","10.0","1.9","1.2","1.9","0.1",".","",".","0.3","",".","0.1",".","."
