"Smr-Accounting Research","Course Total","11","3.682","54.5","27.3","18.2",".",".",".",".",".",".",".","",".","",".",".",".",".","."
"","990
008","1","***","","","","","","","","","",".",".","",".","",".",".",".","."
"","990
057","1","***","","","","","","","","","",".",".","",".","",".",".",".","."
"PhD Thesis-Accounting","Course Total","2","***","","","","","","","","","","","","","","","","","",""
"ACCT I S
232","Dept. Total","1949","3.014","24.1","14.1","32.4","7.5","16.9","3.6","0.9","0.4","0.1",".","",".","",".","0.1",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"232
ACCT I S","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","39","2.487","15.4","5.1","33.3","5.1","20.5","15.4","5.1",".",".",".","",".","",".",".",".",".","."
"Sophomore","","363","2.781","18.5","9.1","31.4","7.4","27.3","5.2","1.1",".",".",".","",".","",".",".",".",".","."
"Junior","","589","2.895","20.2","13.4","32.4","7.0","20.7","5.1","1.0",".",".",".","",".","",".","0.2",".",".","."
"Senior","","715","3.115","25.2","15.4","32.4","10.1","13.4","2.2","0.7","0.6",".",".","",".","",".",".",".",".","."
"Undergraduates","","1706","2.956","21.8","13.1","32.2","8.3","19.1","4.2","1.0","0.2",".",".","",".","",".","0.1",".",".","."
"Special","","33","3.384","39.4","12.1","39.4","3.0","6.1",".",".",".",".",".","",".","",".",".",".",".","."
"Graduate","","199","3.513","40.7","23.1","31.7","1.0","1.0",".",".","2.0","0.5",".","",".","",".",".",".",".","."
"Prof Yr 2","","3","3.333","33.3",".","66.7",".",".",".",".",".",".",".","",".","",".",".",".",".","."
"Prof Yr 3","","8","3.326","37.5",".","50.0","12.5",".",".",".",".",".",".","",".","",".",".",".",".","."
"Professionals","","11","3.328","36.4",".","54.5","9.1",".",".",".",".",".",".","",".","",".",".",".",".","."
"","Dept. Total","1949","3.014","24.1","14.1","32.4","7.5","16.9","3.6","0.9","0.4","0.1",".","",".","",".","0.1",".",".","."
