"LAW","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"528
LAW","","","","","","","","","","","","","","","","","","","",""
"940","010","","22","3.795","59.1","40.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"940","011","","22","3.500","50.0",".","50.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"940","012","","6","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"940","013","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"940","014","","11","3.600","45.5","18.2","27.3",".",".",".",".","9.1",".",".",".",".",".",".",".","."
"940","015","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"940","016","","47","3.798","68.1","23.4","8.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"940","017","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"940","019","","16","3.750","56.3","43.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"940","020","","8","3.273","50.0",".","12.5","12.5","12.5","12.5",".",".",".",".",".",".",".",".",".","."
"940","021","","13","3.654","69.2","7.7","15.4",".","7.7",".",".",".",".",".",".",".",".",".",".","."
"940","022","","14","3.500","35.7","21.4","7.1","14.3",".",".",".","21.4",".",".",".",".",".",".",".","."
"940","023","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Law & Contemporary Problems","Course Total","","282","3.728","61.3","21.3","13.1","1.1","0.7","0.4",".","1.8",".",".",".",".","0.4",".",".","."
"945
Law&Correctnl Institutions","001","","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"950
General Practice Course","001","","54","2.875",".","3.7",".","1.9","1.9",".",".","92.6",".",".",".",".",".",".",".","."
"955
Publ Sect Labor Rel Law Sem","001","","19","3.868","73.7","26.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"988
Select Probs-Envrnmtl Law","001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"990","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","007","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","009","","12","3.786","16.7","16.7",".",".",".",".",".","66.7",".",".",".",".",".",".",".","."
"990","011","","6","4.000","66.7",".",".",".",".",".",".","33.3",".",".",".",".",".",".",".","."
"990","012","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","014","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","015","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","016","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","017","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","025","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","026","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","029","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","042","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","043","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","044","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","048","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","050","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","051","","18","4.000","5.6",".",".",".",".",".",".","94.4",".",".",".",".",".",".",".","."
"990","053","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","055","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","057","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","059","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","060","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","061","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"March 29, 2013","","","","","","","","","","","","","","","","","","","Page 323 of 383",""
