"","999
022","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
025","2","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
041","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"Independent Study","Course Total","7","4.000","100.0",".",".",".",".",".",".",".",".",".","",".",".",".",".",".","."
"HDFS
230","Dept. Total","1108","3.261","34.1","15.3","21.0","11.8","5.7","1.5","1.0","2.4","0.1","6.3","",".","0.4","0.3","0.1",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"230
HDFS","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","3","2.500",".",".",".","100.0",".",".",".",".",".",".","",".",".",".",".",".","."
"Sophomore","","169","2.895","11.2","14.8","37.3","25.4","6.5","4.7",".",".",".",".","",".",".",".",".",".","."
"Junior","","364","3.165","30.5","16.2","23.4","12.6","7.7","1.6","1.9","0.8",".","5.2","",".",".",".",".",".","."
"Senior","","473","3.386","38.1","15.6","16.7","8.0","5.1","0.6","0.8","3.6",".","10.8","",".",".","0.4","0.2",".","."
"Undergraduates","","1009","3.209","30.7","15.7","22.5","12.9","6.2","1.7","1.1","2.0",".","6.9","",".",".","0.2","0.1",".","."
"Special","","8","3.500","37.5","12.5","12.5","12.5",".",".",".","12.5",".",".","",".",".","12.5",".",".","."
"Graduate","","91","3.867","71.4","11.0","5.5",".",".",".",".","6.6","1.1",".","",".","4.4",".",".",".","."
"","Dept. Total","1108","3.261","34.1","15.3","21.0","11.8","5.7","1.5","1.0","2.4","0.1","6.3","",".","0.4","0.3","0.1",".","."
