"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","",""
"298
E A STDS","","","","","","","","","","","","","","","","","","","","","","","",""
"Intro to East Asian Civ","222
001","","52","3.235","42.3","11.5","25.0","3.8","9.6","3.8","1.9","1.9",".","",".",".","",".","",".","",".",".","."
"Senior Thesis","691
013","","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"E A STDS
298","Dept. Total","","53","3.240","41.5","13.2","24.5","3.8","9.4","3.8","1.9","1.9","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","",""
"298
E A STDS","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","30","3.000","33.3","6.7","33.3","6.7","10.0","6.7","3.3",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","","8","3.750","62.5","25.0","12.5",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","8","3.438","50.0","12.5","25.0",".","12.5",".",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","7","3.500","42.9","28.6",".",".","14.3",".",".","14.3","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","53","3.240","41.5","13.2","24.5","3.8","9.4","3.8","1.9","1.9","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","53","3.240","41.5","13.2","24.5","3.8","9.4","3.8","1.9","1.9","",".",".","",".","",".","",".",".",".","."
