"HISTORY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"448
HISTORY","","","","","","","","","","","","","","","","","","","",""
"753
Smr-Comparative World Hist","001","","8","3.206","50.0","12.5",".",".",".",".","12.5","25.0",".",".",".",".",".",".",".","."
"755
Prosem-S E Asian History","002","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"807
Seminar-Medieval History","001","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"829
Resrch Smr-Latin Amer Hist","001","","13","3.833","61.5","30.8",".",".",".",".",".",".",".",".",".","7.7",".",".",".","."
"831
Sem-Hist of Early Mod Brtin","001","","16","3.889","75.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"837
Smr: Mod Britain & Ireland","001","","9","3.813","55.6","33.3",".",".",".",".",".","11.1",".",".",".",".",".",".",".","."
"851
Smr-Ottoman & Mid E Hist","001","","12","3.940","75.0","8.3",".",".",".",".",".",".",".",".",".","16.7",".",".",".","."
"852
Smr-Chinese Intellectl Hist","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"861
Seminar-History of Africa","001","","12","3.706","58.3","33.3",".",".",".",".","8.3",".",".",".",".",".",".",".",".","."
"868
Smr-Modern French History","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"891
Prosem-Mod European History","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"901","001","","12","3.583","41.7","33.3","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"901","002","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"901","003","","8","3.750","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"901","004","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Studies in American History","Course Total","","35","3.771","62.9","28.6","8.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"902
Rsch Smr: American History","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"906
Prosem-History of Education","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"919
Smr-Rsch Hist of Mass Com","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"982
Smr-Latin American Area","001","","6","3.962","66.7","16.7",".",".",".",".",".","16.7",".",".",".",".",".",".",".","."
"990","002","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","003","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","005","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","006","","9","4.000","33.3",".",".",".",".",".",".","66.7",".",".",".",".",".",".",".","."
"990","008","","11","4.000","45.5",".",".",".",".",".",".","45.5",".",".",".","9.1",".",".",".","."
"990","013","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"990","015","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","017","","9","4.000","33.3",".",".",".",".",".",".","66.7",".",".",".",".",".",".",".","."
"990","018","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","019","","12","4.000","16.7",".",".",".",".",".",".","41.7",".",".",".","41.7",".",".",".","."
"990","020","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","021","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","022","","6","",".",".",".",".",".",".",".","66.7",".",".",".","33.3",".",".",".","."
"990","024","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","032","","8","4.000","12.5",".",".",".",".",".",".","75.0","12.5",".",".",".",".",".",".","."
"990","033","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","035","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","036","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","037","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","039","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","040","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","041","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","042","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"March 29, 2013","","","","","","","","","","","","","","","","","","","Page 226 of 383",""
