"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"VET","","","","","","","","","","","","","","","","","","","",""
"VET","College Total","2760","3.321","27.0","11.5","20.0","3.4","2.5","0.4","0.0","35.0","",".",".",".","0.0","0.1","0.0",".","0.0"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"VET","","Grades","GPA","","","","","","","","","","","","","","","","",""
"Sophomore","","2","4.000","100.0",".",".",".",".",".",".",".","",".",".",".",".",".",".",".","."
"Junior","","3","4.000","100.0",".",".",".",".",".",".",".","",".",".",".",".",".",".",".","."
"Senior","","2","3.833","50.0",".","50.0",".",".",".",".",".","",".",".",".",".",".",".",".","."
"Undergraduates","","7","3.917","85.7",".","14.3",".",".",".",".",".","",".",".",".",".",".",".",".","."
"Special","","2","3.250","50.0",".","50.0",".",".",".",".",".","",".",".",".",".",".",".",".","."
"Graduate","","14","3.607","28.6","35.7","14.3",".",".",".",".","14.3","",".",".",".",".","7.1",".",".","."
"Prof Yr 1","","645","3.313","20.9","19.1","32.2","2.9","2.6","0.6",".","21.6","",".",".",".",".",".",".",".","."
"Prof Yr 2","","592","3.310","26.4","13.2","27.2","5.7","2.7","0.3",".","24.2","",".",".",".","0.2","0.2",".",".","."
"Prof Yr 3","","732","3.061","18.7","15.2","24.6","5.5","5.1","0.3",".","30.7","",".",".",".",".",".",".",".","."
"Prof Yr 4","","768","3.965","39.8",".",".",".",".","0.3","0.1","59.5","",".",".",".",".",".","0.1",".","0.1"
"Professionals","","2737","3.319","26.8","11.4","20.1","3.4","2.6","0.4","0.0","35.2","",".",".",".","0.0","0.0","0.0",".","0.0"
"","College Total","2760","3.321","27.0","11.5","20.0","3.4","2.5","0.4","0.0","35.0","",".",".",".","0.0","0.1","0.0",".","0.0"
