"Seminar in Art Education","951
001","2","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","999
059","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","999
061","2","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Adv Independent Reading","Course Total","3","***","","","","","","","","","","","","","","","","","","","","","","","",""
"ART ED
176","Dept. Total","100","3.895","80.0","14.0","6.0",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"176
ART ED","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","3","3.833","66.7","33.3",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","67","3.909","83.6","9.0","7.5",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","70","3.907","82.9","10.0","7.1",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Special","","20","3.891","75.0","25.0",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","10","3.793","70.0","20.0","10.0",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","100","3.895","80.0","14.0","6.0",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
