"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","",""
"SCANDINAVIAN STUDIES","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"872
SCAND ST","","","","","","","","","","","","","","","","","","",""
"102","001","11","3.455","45.5","18.2","27.3",".","9.1",".",".",".",".",".",".",".",".",".",".","."
"102","002","13","2.923","30.8","30.8","7.7",".","15.4","7.7","7.7",".",".",".",".",".",".",".",".","."
"Second Semester Norwegian","Course Total","24","3.167","37.5","25.0","16.7",".","12.5","4.2","4.2",".",".",".",".",".",".",".",".","."
"112
Second Semester Swedish","001","16","3.333","37.5","31.3","12.5","6.3",".",".","6.3","6.3",".",".",".",".",".",".",".","."
"122
Second Semester Danish","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"202
Second Year Norwegian","001","10","3.100","40.0","20.0","20.0",".","10.0",".","10.0",".",".",".",".",".",".",".",".","."
"212
Second Year Swedish","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"222
Second Year Danish","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"276
Scandinavian Life&Civiliztn","001","44","3.159","13.6","38.6","34.1","6.8","2.3","2.3","2.3",".",".",".",".",".",".",".",".","."
"299
Directed Study","011","2","***","","","","","","","","","",".",".",".",".",".",".","."
"374
Scand Lit-the 20th Century","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"375
Writings-Hans C. Andersen","001","6","3.395","16.7","50.0","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"401
Contemporary Scand Langs","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"428
20 C Scand Drama & Film","001","8","3.333",".","50.0","25.0",".",".",".",".","25.0",".",".",".",".",".",".",".","."
"431
History of Scand to 1815","001","8","3.063","25.0","37.5","25.0",".",".",".","12.5",".",".",".",".",".",".",".",".","."
"520","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"520","002","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Special Topics","Course Total","8","3.857","62.5","25.0",".",".",".",".",".","12.5",".",".",".",".",".",".",".","."
"578
Contemp Scand&Intl Relatns","001","6","3.706","33.3","50.0",".",".",".",".",".",".",".",".",".",".",".","16.7",".","."
"636
Survey-Scand Lit: 1890-1920","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"699","005","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","015","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","5","***","","","","","","","","","","","","","","","",""
"990
Research and Thesis","011","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","002","3","***","","","","","","","","","",".",".",".",".",".",".","."
"999","005","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","010","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","015","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Reading","Course Total","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
