"BIOCHEMISTRY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"200
BIOCHEM","","","","","","","","","","","","","","","","","","","",""
"699","059","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","061","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Special Problems","Course Total","","29","3.944","86.2","13.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"729","001","","10","3.500","40.0","30.0","20.0","10.0",".",".",".",".",".",".",".",".",".",".",".","."
"729","002","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Topics","Course Total","","12","3.583","50.0","25.0","16.7","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"801
Biochem Appl-Nuc Mag Resonc","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"872
Topic-Macromoleculr/Biophys","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"903
Smr-Membrane Biochem (Adv)","001","","18","3.885","55.6","16.7",".",".",".",".",".","27.8",".",".",".",".",".",".",".","."
"905
Smr-Biomolec Structur (Adv)","001","","26","3.643","23.1","23.1","7.7",".",".",".",".","46.2",".",".",".",".",".",".",".","."
"907
Smr-Molecular Genetics(Adv)","001","","12","4.000","66.7",".",".",".",".",".",".","33.3",".",".",".",".",".",".",".","."
"908
Smr:Nitrogen Fixation (Adv)","001","","8","4.000","37.5",".",".",".",".",".",".","62.5",".",".",".",".",".",".",".","."
"909
Smr-Enzymology (Advanced)","001","","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"910
Smr-Molecular Virolgy (Adv)","001","","12","4.000","33.3",".",".",".",".",".",".","66.7",".",".",".",".",".",".",".","."
"911
Smr:Molec Mech-Hormone Act","001","","10","3.900","80.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"912
Smr-Molec Mech of Develpmnt","001","","11","4.000","72.7",".",".",".",".",".",".","18.2","9.1",".",".",".",".",".",".","."
"913
Smr-RiboGroup (Advanced)","001","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"914
Smr-Molecular Biosci (Adv)","001","","21","4.000","19.0",".",".",".",".",".",".","81.0",".",".",".",".",".",".",".","."
"932","001","","10","3.700","70.0",".","30.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"932","002","","6","3.500","50.0",".","50.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Biotechnol Traing Prgm Smr","Course Total","","16","3.625","62.5",".","37.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"990","008","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","010","","6","3.500",".","16.7",".",".",".",".",".","33.3",".",".",".","50.0",".",".",".","."
"990","018","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","022","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"990","028","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","033","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","037","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","038","","7","3.567","14.3","28.6",".",".",".",".",".","42.9","14.3",".",".",".",".",".",".","."
"990","039","","7","4.000","85.7",".",".",".",".",".",".","14.3",".",".",".",".",".",".",".","."
"990","040","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","041","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","042","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"990","043","","7","4.000","57.1",".",".",".",".",".",".","42.9",".",".",".",".",".",".",".","."
"990","044","","8","4.000","12.5",".",".",".",".",".",".","75.0",".",".",".","12.5",".",".",".","."
"990","045","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","046","","6","4.000","50.0",".",".",".",".",".",".","33.3",".",".",".","16.7",".",".",".","."
"990","049","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","050","","9","4.000","22.2",".",".",".",".",".",".","66.7",".",".",".","11.1",".",".",".","."
"990","051","","11","4.000","45.5",".",".",".",".",".",".","45.5",".",".",".","9.1",".",".",".","."
"990","052","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","053","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","055","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","056","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"March 29, 2013","","","","","","","","","","","","","","","","","","","","Page 14 of 383"
