"MATHEMATICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"600
MATH","","","","","","","","","","","","","","","","","","",""
"","213
003","27","3.500","37.0","29.6","22.2","7.4",".",".",".","3.7",".",".",".",".",".",".",".","."
"","004
213","30","2.950","30.0","6.7","33.3","3.3","20.0","3.3","3.3",".",".",".",".",".",".",".",".","."
"Calc/Intro-Differntl Equats","Course Total","92","3.197","29.3","19.6","29.3","5.4","9.8","2.2","1.1","2.2",".",".",".",".",".","1.1",".","."
"","221
001","158","2.284","9.5","7.0","19.6","19.6","22.8","9.5","10.8",".",".",".",".",".",".","1.3",".","."
"","002
221","173","2.445","6.4","10.4","29.5","8.1","32.4","9.2","4.0",".",".",".",".",".",".",".",".","."
"","221
003","125","2.492","17.6","14.4","13.6","17.6","12.0","17.6","6.4",".","0.8",".",".",".",".",".",".","."
"Calculus&Analytic Geometry","Course Total","456","2.402","10.5","10.3","21.7","14.7","23.5","11.6","7.0",".","0.2",".",".",".",".","0.4",".","."
"","222
001","162","2.390","20.4","8.0","14.8","9.3","21.0","15.4","9.3","1.2",".",".",".",".",".","0.6",".","."
"","222
002","161","2.488","21.7","9.9","20.5","6.8","17.4","13.7","9.9",".",".",".",".",".",".",".",".","."
"","003
222","151","2.563","16.6","7.3","31.8","5.3","24.5","5.3","8.6",".",".",".",".",".",".",".","0.7","."
"","222
004","199","2.523","18.1","7.0","24.1","9.5","24.6","8.5","7.5",".",".",".",".",".",".","0.5",".","."
"","005
222","113","2.589","14.2","14.2","21.2","10.6","24.8","10.6","3.5",".",".",".",".",".",".","0.9",".","."
"Calculus&Analytic Geometry","Course Total","786","2.506","18.4","8.9","22.5","8.3","22.4","10.7","8.0","0.3",".",".",".",".",".","0.4","0.1","."
"Intro:Probabilty-Biologists","231
001","12","3.000","16.7","25.0","8.3","8.3","25.0",".",".","8.3",".",".",".",".",".","8.3",".","."
"","234
001","123","2.573","20.3","3.3","26.8","12.2","23.6","6.5","7.3",".",".",".",".",".",".",".",".","."
"","234
002","16","3.313","25.0","37.5","25.0",".","12.5",".",".",".",".",".",".",".",".",".",".","."
"","234
003","113","2.469","12.4","8.8","28.3","1.8","34.5","8.0","6.2",".",".",".",".",".",".",".",".","."
"","234
004","69","2.732","14.5","21.7","14.5","20.3","17.4","10.1","1.4",".",".",".",".",".",".",".",".","."
"","234
005","66","2.750","28.8","13.6","18.2","12.1","10.6","6.1","10.6",".",".",".",".",".",".",".",".","."
"","234
006","26","3.120","38.5",".","34.6",".","19.2","3.8",".","3.8",".",".",".",".",".",".",".","."
"Calc--Functns of Variables","Course Total","413","2.661","19.9","10.7","24.2","9.4","22.8","7.0","5.8","0.2",".",".",".",".",".",".",".","."
"","272
001","132","2.110","14.4","7.6","16.7","9.8","15.2","22.0","14.4",".",".",".",".",".",".",".",".","."
"","272
002","78","2.404","15.4","6.4","19.2","10.3","32.1","9.0","7.7",".",".",".",".",".",".",".",".","."
"Topics-Elementary Calculus","Course Total","210","2.219","14.8","7.1","17.6","10.0","21.4","17.1","11.9",".",".",".",".",".",".",".",".","."
"Topics in Calculus II","276
001","9","3.667","77.8",".","11.1",".","11.1",".",".",".",".",".",".",".",".",".",".","."
"Directed Study in Math","298
015","52","",".",".",".",".",".",".",".",".",".","96.2","3.8",".",".",".",".","."
"Theory-Interst & Life Insur","303
001","22","3.250","31.8","40.9","18.2",".",".",".","9.1",".",".",".",".",".",".",".",".","."
"Intro to Math Statistics","310
001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","319
001","23","2.826","43.5",".","21.7",".","17.4","8.7","8.7",".",".",".",".",".",".",".",".","."
"","319
002","23","2.739","26.1","4.3","13.0","30.4","13.0","13.0",".",".",".",".",".",".",".",".",".","."
"","003
319","33","3.063","30.3","21.2","18.2","9.1","9.1","6.1","3.0",".",".",".",".",".",".",".","3.0","."
