"CURRICULUM AND INSTRUCTIO Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"272
CURRIC","","","","","","","","","","","","","","","","","","","",""
"603
Local Productn-Instr Matrls","001","","17","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"605
Intro-Video Production-Educ","001","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"607
Educational Media","001","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"620
Fld Proj-Lib&Info Agencies","001","","8","3.875","75.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"626
Action Research in Schools","001","","20","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"660
Early Childhood Education","001","","33","3.521","42.4","27.3","18.2","6.1","3.0",".",".",".",".",".",".",".","3.0",".",".","."
"662
Elem School Curriculum","001","","27","4.000","88.9",".",".",".",".",".",".",".",".",".",".",".","11.1",".",".","."
"671
Prosem in Music Education","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"675","001","","8","3.725","50.0","25.0","12.5",".",".",".",".",".",".",".",".",".","12.5",".",".","."
"675","002","","18","3.861","72.2","27.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"675","003","","20","3.800","70.0","20.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"675","004","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"675","005","","6","3.417","33.3","50.0",".",".","16.7",".",".",".",".",".",".",".",".",".",".","."
"General Seminar","Course Total","","58","3.790","67.2","24.1","5.2",".","1.7",".",".",".",".",".",".",".","1.7",".",".","."
"690","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"690","005","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"690","030","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"690","034","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"690","075","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"690","084","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Field Work","Course Total","","12","3.952","83.3",".","8.3",".",".",".",".",".",".",".",".",".","8.3",".",".","."
"699","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","005","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","007","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","013","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","015","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","017","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","032","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","034","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","051","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","056","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","057","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","071","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","073","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","075","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"699","091","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","094","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","095","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Independent Reading","Course Total","","43","3.890","86.0",".",".",".",".","2.3",".","9.3",".",".",".",".","2.3",".",".","."
"715
Design of Rsch in Curric","001","","11","3.889","63.6","18.2",".",".",".",".",".",".",".",".",".",".","18.2",".",".","."
"725
Ethnogrphc Mths-Curric&Inst","001","","11","3.950","81.8","9.1",".",".",".",".",".","9.1",".",".",".",".",".",".",".","."
"770
Practicum in Readng-Secndry","001","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"801
Interactv Media&Comp-Curric","001","","15","4.000","93.3",".",".",".",".",".",".",".",".",".",".",".","6.7",".",".","."
"811
Instruction of Mathematics","001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"March 29, 2013","","","","","","","","","","","","","","","","","","","","Page 91 of 383"
