"TERM : 0984","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","Office of the Registrar","",""
"Spring 1997-98","","","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","",""
"ALS","","","","","","","","","","","","","","","","","","","","","",""
"BIOLOGICAL SYSTEMS ENGINE","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"112
BSE","","","","","","","","","","","","","","","","","","","","","",""
"BSE
112","Dept. Total","191","2.868","23.6","20.4","21.5","10.5","9.4","5.2","5.2","3.1","",".",".","",".","1.0","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"112
BSE","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".","",".",".",".","."
"Sophomore","","21","3.108","19.0","23.8","28.6","19.0","9.5",".",".",".","",".",".","",".",".","",".",".",".","."
"Junior","","34","2.782","20.6","23.5","23.5","14.7","11.8","2.9","2.9",".","",".",".","",".",".","",".",".",".","."
"Senior","","96","2.514","12.5","24.0","22.9","10.4","10.4","9.4","9.4",".","",".",".","",".","1.0","",".",".",".","."
"Undergraduates","","152","2.665","15.8","23.7","23.7","12.5","10.5","6.6","6.6",".","",".",".","",".","0.7","",".",".",".","."
"Special","","4","2.125",".",".",".","25.0","50.0",".",".","25.0","",".",".","",".",".","",".",".",".","."
"Graduate","","35","3.771","60.0","8.6","14.3",".",".",".",".","14.3","",".",".","",".","2.9","",".",".",".","."
"","Dept. Total","191","2.868","23.6","20.4","21.5","10.5","9.4","5.2","5.2","3.1","",".",".","",".","1.0","",".",".",".","."
