"ACCOUNTING AND INFO SYSTE","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"232
ACCT I S","","","","","","","","","","","","","","","","","","",""
"","100
001","28","2.607","17.9","14.3","28.6",".","17.9","17.9","3.6",".",".",".",".",".",".",".",".","."
"","100
002","30","2.483","10.0","13.3","20.0","10.0","33.3","10.0","3.3",".",".",".",".",".",".",".",".","."
"","003
100","30","2.950","26.7","16.7","13.3","13.3","26.7","3.3",".",".",".",".",".",".",".",".",".","."
"","100
004","23","2.870","30.4","4.3","26.1","4.3","26.1","8.7",".",".",".",".",".",".",".",".",".","."
"","005
100","32","2.563","9.4","9.4","25.0","9.4","40.6","6.3",".",".",".",".",".",".",".",".",".","."
"","006
100","24","2.896","20.8","8.3","37.5","4.2","25.0","4.2",".",".",".",".",".",".",".",".",".","."
"","100
007","24","2.458","20.8","4.2","12.5","12.5","33.3","12.5","4.2",".",".",".",".",".",".",".",".","."
"","008
100","36","2.542","8.3","8.3","33.3","5.6","33.3","11.1",".",".",".",".",".",".",".",".",".","."
"","009
100","36","2.792","13.9","11.1","38.9","2.8","27.8","5.6",".",".",".",".",".",".",".",".",".","."
"","100
010","36","2.792","19.4","8.3","27.8","11.1","27.8","5.6",".",".",".",".",".",".",".",".",".","."
"","011
100","27","2.926","25.9","7.4","37.0","7.4","11.1","11.1",".",".",".",".",".",".",".",".",".","."
"","100
012","33","2.500","12.1","6.1","27.3","3.0","42.4","6.1","3.0",".",".",".",".",".",".",".",".","."
"","100
013","35","2.657","5.7","11.4","48.6","5.7","20.0","2.9","5.7",".",".",".",".",".",".",".",".","."
"","100
014","31","2.774","16.1","6.5","41.9",".","29.0","6.5",".",".",".",".",".",".",".",".",".","."
"","100
015","27","2.389","14.8",".","29.6","3.7","33.3","14.8","3.7",".",".",".",".",".",".",".",".","."
"","100
016","27","2.278",".","11.1","29.6","7.4","33.3","14.8","3.7",".",".",".",".",".",".",".",".","."
"Introductory Accounting","Course Total","479","2.654","15.2","9.0","30.3","6.3","29.0","8.6","1.7",".",".",".",".",".",".",".",".","."
"","001
211","38","3.039","21.1","18.4","34.2","10.5","10.5","5.3",".",".",".",".",".",".",".",".",".","."
"","211
002","35","2.857","17.1","8.6","40.0","14.3","11.4","8.6",".",".",".",".",".",".",".",".",".","."
"","211
003","34","3.221","26.5","26.5","26.5","11.8","5.9","2.9",".",".",".",".",".",".",".",".",".","."
"","004
211","37","3.000","16.2","13.5","37.8","18.9","13.5",".",".",".",".",".",".",".",".",".",".","."
"","211
005","39","2.821","20.5","7.7","33.3","7.7","23.1","7.7",".",".",".",".",".",".",".",".",".","."
"","006
211","37","2.986","24.3","8.1","32.4","10.8","24.3",".",".",".",".",".",".",".",".",".",".","."
"","007
211","38","2.921","28.9","2.6","44.7","2.6","13.2",".","7.9",".",".",".",".",".",".",".",".","."
"","211
008","40","3.013","25.0","10.0","35.0","2.5","27.5",".",".",".",".",".",".",".",".",".",".","."
"","009
211","28","2.875","17.9","10.7","32.1","7.1","32.1",".",".",".",".",".",".",".",".",".",".","."
"Prin of Managerial Acctg","Course Total","326","2.971","22.1","11.7","35.3","9.5","17.8","2.8","0.9",".",".",".",".",".",".",".",".","."
"","300
001","42","2.317","4.8","7.1","21.4","11.9","35.7","16.7",".","2.4",".",".",".",".",".",".",".","."
"","002
300","43","2.721","16.3","9.3","32.6","4.7","30.2","4.7","2.3",".",".",".",".",".",".",".",".","."
"","300
003","37","2.797","21.6","10.8","18.9","8.1","37.8","2.7",".",".",".",".",".",".",".",".",".","."
"","004
300","42","2.595","14.3","9.5","23.8","4.8","40.5","4.8","2.4",".",".",".",".",".",".",".",".","."
"Accounting Principles","Course Total","164","2.604","14.0","9.1","24.4","7.3","36.0","7.3","1.2","0.6",".",".",".",".",".",".",".","."
"","001
301","26","3.077","26.9","19.2","23.1","11.5","15.4","3.8",".",".",".",".",".",".",".",".",".","."
"","301
002","39","3.038","25.6","20.5","23.1","7.7","17.9","5.1",".",".",".",".",".",".",".",".",".","."
"","003
301","33","2.758","24.2","9.1","24.2","9.1","24.2","3.0","6.1",".",".",".",".",".",".",".",".","."
"","004
301","43","3.012","37.2","4.7","14.0","7.0","34.9",".",".","2.3",".",".",".",".",".",".",".","."
"Intermediate Accounting I","Course Total","141","2.971","29.1","12.8","20.6","8.5","24.1","2.8","1.4","0.7",".",".",".",".",".",".",".","."
"","001
302","26","3.115","19.2","15.4","53.8",".","7.7","3.8",".",".",".",".",".",".",".",".",".","."
"","002
302","33","3.281","30.3","9.1","48.5","3.0","6.1",".",".","3.0",".",".",".",".",".",".",".","."
"","003
302","33","2.891","18.2",".","54.5","3.0","15.2","6.1",".",".",".",".",".",".","3.0",".",".","."
"Intermediate Accounting II","Course Total","92","3.094","22.8","7.6","52.2","2.2","9.8","3.3",".","1.1",".",".",".",".","1.1",".",".","."
"","310
001","20","3.325","30.0","40.0","10.0","5.0","15.0",".",".",".",".",".",".",".",".",".",".","."
"","002
310","35","3.314","22.9","31.4","34.3","8.6","2.9",".",".",".",".",".",".",".",".",".",".","."
"","310
003","45","3.156","17.8","20.0","42.2","15.6","4.4",".",".",".",".",".",".",".",".",".",".","."
"Managerial Cost Accounting","Course Total","100","3.245","22.0","28.0","33.0","11.0","6.0",".",".",".",".",".",".",".",".",".",".","."
