"HEC","","","","","","","","","","","","","","","","","","","","","","",""
"CONSUMER SCIENCE","Section","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"271
CNSR SCI","","","","","","","","","","","","","","","","","","","","","","",""
"CNSR SCI
271","Dept. Total","517","3.379","38.9","23.2","20.9","11.2","3.9","1.2","",".","0.6","",".",".","",".","0.2","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"271
CNSR SCI","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","3","2.857","33.3",".","33.3",".","33.3",".","",".",".","",".",".","",".",".","",".",".",".","."
"Sophomore","","36","3.272","27.8","25.0","25.0","19.4","2.8",".","",".",".","",".",".","",".",".","",".",".",".","."
"Junior","","138","3.080","16.7","23.9","30.4","19.6","8.0","1.4","",".",".","",".",".","",".",".","",".",".",".","."
"Senior","","317","3.503","47.9","23.3","17.4","7.6","2.2","1.3","",".","0.3","",".",".","",".",".","",".",".",".","."
"Undergraduates","","494","3.363","37.7","23.5","21.7","11.7","4.0","1.2","",".","0.2","",".",".","",".",".","",".",".",".","."
"Special","","1","4.000","100.0",".",".",".",".",".","",".",".","",".",".","",".",".","",".",".",".","."
"Graduate","","22","3.816","63.6","18.2","4.5",".",".",".","",".","9.1","",".",".","",".","4.5","",".",".",".","."
"","Dept. Total","517","3.379","38.9","23.2","20.9","11.2","3.9","1.2","",".","0.6","",".",".","",".","0.2","",".",".",".","."
