"TERM : 0984","","","","Percentage Distribution of Grades","","","","","","","","","","","","Office of the Registrar"
"Spring 1997-98","","","","","","","","","","","","","","","","Institutional Reporting"
"","","","","University of Wisconsin - Madison","","","","","","","","","","","",""
"","","","","","","(Non-Cross Listed)","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","",""
"INTERNATIONAL STUDIES","Section
#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW
NR
Other"
"","Grades","GPA","","","","","","","","","","","","","",""
"504
INTL ST","","","","","","","","","","","","","","","",""
"","601
001
10","2.700","10.0","30.0","20.0","10.0","20.0",".","10.0",".",".",".",".",".",".",".   
.   
."
"","601
002
11","3.500","9.1","81.8","9.1",".",".",".",".",".",".",".",".",".",".",".   
.   
."
"Topics in Global Security","Course Total
21","3.119","9.5","57.1","14.3","4.8","9.5",".","4.8",".",".",".",".",".","",".  
.  
.  
."
"INTL ST
504","21
Dept. Total","3.119","9.5","57.1","14.3","4.8","9.5",".","4.8",".",".",".",".",".","",".  
.  
.  
."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW
NR
Other"
"","Grades","GPA","","","","","","","","","","","","","",""
"504
INTL ST","","","","","","","","","","","","","","","",""
"Junior","3","1.500",".",".",".","33.3","33.3",".","33.3",".",".",".",".",".","",".  
.  
.  
."
"Senior","18","3.389","11.1","66.7","16.7",".","5.6",".",".",".",".",".",".",".","",".  
.  
.  
."
"Undergraduates","21","3.119","9.5","57.1","14.3","4.8","9.5",".","4.8",".",".",".",".",".","",".  
.  
.  
."
"","Dept. Total
21","3.119","9.5","57.1","14.3","4.8","9.5",".","4.8",".",".",".",".",".","",".  
.  
.  
."
"March 29, 2013","","","","","","","","","","","","","","","","Page 234 of 383"
"* Please note: This report does not combine crosslisted courses","","","","","","","","","","","","","","","",""
"*** Please note: In order to protect student privacy, grade distributions for classes or class sections with fewer than five students have been redacted.","","","","","","","","","","","","","","","",""
