"EGR","","","","","","","","","","","","","","","","","","","",""
"","MATERIALS SCI AND ENGINEERI Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"636
M S & E","","","","","","","","","","","","","","","","","","","",""
"Cooperative Education Prog","1","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Intro to Modern Materials","250","001","17","3.969","88.2","5.9",".",".",".",".",".","5.9",".",".",".",".",".",".",".","."
"Thermodynamics of Materials","330","001","19","2.474","15.8","10.5","15.8","21.1","15.8","15.8","5.3",".",".",".",".",".",".",".",".","."
"Transport Phenom-Metallurgy","331","001","13","3.577","46.2","30.8","15.4","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"Microprocessing-Materials","333","001","10","3.300","30.0","40.0","20.0",".",".","10.0",".",".",".",".",".",".",".",".",".","."
"Intro to Materials Science","350","001","104","3.223","27.9","22.1","35.6","4.8","3.8","3.8","1.0",".",".",".",".",".",".","1.0",".","."
"Transformation of Solids","352","001","26","3.000","23.1","19.2","38.5","3.8","7.7",".","7.7",".",".",".",".",".",".",".",".","."
"Microscopy&Properties-Matls","360","001","15","3.533","33.3","40.0","26.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prin-Materials Lab Practice","361","001","12","3.250","16.7","33.3","33.3","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"Materials Process-Unit Oper","370","001","9","3.688","44.4","33.3","11.1",".",".",".",".","11.1",".",".",".",".",".",".",".","."
"Mat Sci&Engr Prob Solvng II","371","001","16","3.438","12.5","62.5","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Materials Design Project II","390","001","19","3.711","57.9","26.3","15.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro Thin-Film Deposition","434","001","14","3.679","64.3","7.1","28.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Deformation of Solids","441","001","17","3.467","17.6","47.1","23.5",".",".",".",".","11.8",".",".",".",".",".",".",".","."
"Multicomponent Phase Equil","445","001","12","2.917","25.0","33.3","25.0",".",".",".","16.7",".",".",".",".",".",".",".",".","."
"Welding Metallurgy","462","001","10","3.700","50.0","40.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Product Liability-Engr&Law","469","001","11","3.553","45.5","27.3","27.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","699","010","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","018","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","031","15","3.653","33.3","46.7","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","699","032","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","","Course Total","18","3.659","38.9","44.4","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Structural Anal of Matrial","748","001","8","3.500","25.0","37.5","25.0",".",".",".",".",".",".",".",".",".",".","12.5",".","."
"","790","009","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","790","018","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Master's Research or Thesis","","Course Total","2","***","","","","","","","","","","","","","","","",""
"","801","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","801","003","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Topics-Physical Metallurgy","","Course Total","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Metallurgicl Thermodynamics","802","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","803","001","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","803","003","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","803","004","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","803","005","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","803","006","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Spec Topics-Materials Sci","","Course Total","22","4.000","27.3",".",".",".",".",".",".","72.7",".",".",".",".",".",".",".","."
"","806","001","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","806","002","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","806","003","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Topics-Material Processing","","Course Total","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","890","009","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","890","018","1","***","","","","","","","","","",".",".",".",".",".",".","."
