"ALS","","","","","","","","","","","","","","","","","","","","",""
"MOLECULAR & ENVIRONMENTA Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"362
M&ENVTOX","","","","","","","","","","","","","","","","","","","","",""
"M&ENVTOX
Dept. Total
362","204","3.484","22.5","17.6","15.7","8.3","2.0","0.5","0.5","27.5","",".",".","",".","5.4","",".",".",".","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"362
M&ENVTOX","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","13","3.100","23.1","15.4","46.2","7.7",".","7.7",".",".","",".",".","",".",".","",".",".",".","."
"Junior","30","3.264","26.7","23.3","30.0","16.7","3.3",".",".",".","",".",".","",".",".","",".",".",".","."
"Senior","52","3.153","13.5","30.8","25.0","19.2","5.8",".","1.9","3.8","",".",".","",".",".","",".",".",".","."
"Undergraduates","95","3.182","18.9","26.3","29.5","16.8","4.2","1.1","1.1","2.1","",".",".","",".",".","",".",".",".","."
"Special","16","3.350",".","37.5","6.3","6.3",".",".",".","50.0","",".",".","",".",".","",".",".",".","."
"Graduate","93","3.847","30.1","5.4","3.2",".",".",".",".","49.5","",".",".","",".","11.8","",".",".",".","."
"Dept. Total","204","3.484","22.5","17.6","15.7","8.3","2.0","0.5","0.5","27.5","",".",".","",".","5.4","",".",".",".","."
