"","990
146","1","***","","","","","","","","","",".",".","",".",".","",".",".","."
"Research","Course Total","26","4.000","84.6",".",".",".",".",".",".","11.5",".",".","",".","3.8","",".",".",".","."
"Seminar","001
992","16","3.897","81.3","18.8",".",".",".",".",".",".",".",".",".","",".",".","",".",".","."
"Statistical Consulting","998
001","15","3.733","66.7","13.3","20.0",".",".",".",".",".",".",".",".","",".",".","",".",".","."
"STAT
932","Dept. Total","1351","3.204","33.2","20.0","22.7","8.0","11.3","2.3","1.2","0.5","0.1","0.4","",".","0.1","",".","0.1","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"932
STAT","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","44","2.591","25.0","9.1","15.9","18.2","13.6","6.8","11.4",".",".",".","",".",".","",".",".",".","."
"Sophomore","","273","2.865","21.2","15.8","26.4","10.6","16.8","6.2","2.6",".",".",".","",".",".","",".","0.4",".","."
"Junior","","383","3.119","25.3","21.4","26.9","10.7","13.8","1.3","0.5",".",".",".","",".",".","",".",".",".","."
"Senior","","283","3.073","24.4","18.0","29.7","9.2","15.2","2.1","0.7","0.4",".",".","",".",".","",".","0.4",".","."
"Undergraduates","","983","3.014","23.9","18.3","27.1","10.6","15.1","3.2","1.6","0.1",".",".","",".",".","",".","0.2",".","."
"Special","","28","3.441","39.3","25.0","21.4","7.1","3.6",".",".","3.6",".",".","",".",".","",".",".",".","."
"Graduate","","330","3.727","59.1","24.5","10.6","0.6","0.9",".",".","1.5","0.3","1.8","",".","0.3","",".",".","0.3","."
"Prof Yr 2","","1","3.500",".","100.0",".",".",".",".",".",".",".",".","",".",".","",".",".",".","."
"Prof Yr 3","","7","3.929","85.7","14.3",".",".",".",".",".",".",".",".","",".",".","",".",".",".","."
"Prof Yr 4","","2","4.000","100.0",".",".",".",".",".",".",".",".",".","",".",".","",".",".",".","."
"Professionals","","10","3.900","80.0","20.0",".",".",".",".",".",".",".",".","",".",".","",".",".",".","."
"","Dept. Total","1351","3.204","33.2","20.0","22.7","8.0","11.3","2.3","1.2","0.5","0.1","0.4","",".","0.1","",".","0.1","0.1","."
