"","990
032","8","4.000","25.0",".",".",".",".",".",".","25.0",".","",".",".","","50.0",".","",".",".","."
"","990
033","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
034","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"Research","Course Total","61","4.000","36.1",".",".",".",".",".",".","34.4","",".",".","",".","29.5","",".",".",".","."
"FOOD SCI
390","Dept. Total","805","3.069","21.1","19.0","23.2","14.7","9.2","2.5","0.6","3.4","",".","3.7","",".","2.2","",".","0.1","0.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"390
FOOD SCI","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","92","2.691","8.7","14.1","28.3","25.0","17.4","4.3","2.2",".","",".",".","",".",".","",".",".",".","."
"Sophomore","","152","2.953","18.4","24.3","23.7","19.1","7.9","5.9","0.7",".","",".",".","",".",".","",".",".",".","."
"Junior","","171","3.072","19.9","20.5","26.9","17.0","9.9","1.2",".",".","",".","4.7","",".",".","",".",".",".","."
"Senior","","276","3.069","20.7","19.2","23.6","13.4","10.1","1.8","0.7","2.2","",".","8.0","",".",".","",".",".","0.4","."
"Undergraduates","","691","2.983","18.4","20.0","25.0","17.1","10.6","2.9","0.7","0.9","",".","4.3","",".",".","",".",".","0.1","."
"Special","","9","2.844",".","11.1","55.6",".","11.1",".",".",".","",".",".","",".",".","",".","11.1","11.1","."
"Graduate","","105","3.840","41.0","13.3","8.6",".",".",".",".","20.0","",".",".","",".","17.1","",".",".",".","."
"","Dept. Total","805","3.069","21.1","19.0","23.2","14.7","9.2","2.5","0.6","3.4","",".","3.7","",".","2.2","",".","0.1","0.2","."
