"","990
048","2","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","990
062","2","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Research","Course Total","5","***","","","","","","","","","","","","","","","","","","","","","","",""
"Seminar in Genetics","993
001","11","3.909","81.8","18.2",".",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"MD GENET
616","Dept. Total","207","3.686","68.1","5.3","23.2",".","1.9","",".","",".","",".","",".",".","",".","",".","",".",".","1.4","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"616
MD GENET","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","2","2.000",".",".",".",".","100.0","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","4","3.111","50.0",".","25.0",".","25.0","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","6","2.714","33.3",".","16.7",".","50.0","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Special","","3","3.200","66.7",".",".",".","33.3","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","63","3.835","71.4","17.5","6.3",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","4.8","."
"Prof Yr 1","","135","3.681","68.1",".","31.9",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","135","3.681","68.1",".","31.9",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","207","3.686","68.1","5.3","23.2",".","1.9","",".","",".","",".","",".",".","",".","",".","",".",".","1.4","."
