"TERM : 0984","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","Office of the Registrar","",""
"Spring 1997-98","","","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","",""
"LAW","","","","","","","","","","","","","","","","","","","","","",""
"LAW","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"528
LAW","","","","","","","","","","","","","","","","","","","","","",""
"LAW
528","Dept. Total","3495","3.539","36.4","18.3","18.9","1.9","0.9","0.9","0.1","22.2","",".",".","",".","",".","0.1",".","0.0","0.2"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"528
LAW","","","","","","","","","","","","","","","","","","","","","",""
"","","18","4.000","44.4",".",".",".",".",".",".","55.6","",".",".","",".","",".",".",".",".","."
"Sophomore","","3","1.833",".",".","33.3","33.3",".",".","33.3",".","",".",".","",".","",".",".",".",".","."
"Junior","","2","3.000",".",".","100.0",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Senior","","3","2.500",".","33.3",".",".","66.7",".",".",".","",".",".","",".","",".",".",".",".","."
"Undergraduates","","8","2.375",".","12.5","37.5","12.5","25.0",".","12.5",".","",".",".","",".","",".",".",".",".","."
"Special","","16","3.222","25.0","12.5","18.8",".","12.5",".",".","25.0","",".",".","",".","",".",".",".","6.3","."
"Graduate","","142","3.484","36.6","29.6","19.0","7.0","1.4",".",".","6.3","",".",".","",".","",".",".",".",".","."
"Prof Yr 1","","973","3.486","36.9","26.0","29.1","2.4","1.3","0.9","0.1","3.2","",".",".","",".","",".","0.1",".",".","."
"Prof Yr 2","","1236","3.556","37.2","15.2","15.9","1.8","0.6","1.4",".","27.6","",".",".","",".","",".","0.2",".",".","0.2"
"Prof Yr 3","","1100","3.609","35.5","14.0","13.5","1.0","0.5","0.5","0.1","34.4","",".",".","",".","",".","0.2",".",".","0.4"
"Prof Yr 4","","2","",".",".",".",".",".",".",".","100.0","",".",".","",".","",".",".",".",".","."
"Professionals","","3311","3.543","36.5","18.0","19.0","1.7","0.8","1.0","0.1","22.7","",".",".","",".","",".","0.2",".",".","0.2"
"","Dept. Total","3495","3.539","36.4","18.3","18.9","1.9","0.9","0.9","0.1","22.2","",".",".","",".","",".","0.1",".","0.0","0.2"
