"TERM : 0984","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","Office of the Registrar","",""
"Spring 1997-98","","","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","","",""
"GERMAN","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"424
GERMAN","","","","","","","","","","","","","","","","","","","","","",""
"GERMAN
424","Dept. Total","891","3.518","48.7","17.8","16.9","4.8","2.9","1.0","0.6","5.1","",".","0.9","",".","0.7","",".","0.2","0.2","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"424
GERMAN","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","91","3.399","51.6","14.3","18.7","3.3","6.6","2.2","2.2",".","",".",".","",".",".","",".","1.1",".","."
"Sophomore","","198","3.423","40.4","18.2","26.8","8.6","4.0","1.0",".","1.0","",".",".","",".",".","",".",".",".","."
"Junior","","192","3.565","49.5","23.4","19.3","5.2","1.6","0.5",".",".","",".",".","",".",".","",".",".",".","0.5"
"Senior","","220","3.467","48.2","20.5","15.9","5.5","3.2","1.8","0.9","2.7","",".","0.5","",".",".","",".",".","0.9","."
"Undergraduates","","701","3.470","46.8","19.8","20.3","6.0","3.4","1.3","0.6","1.1","",".","0.1","",".",".","",".","0.1","0.3","0.1"
"Special","","26","3.340","42.3","23.1","11.5","3.8","7.7",".","3.8",".","",".","3.8","",".","3.8","",".",".",".","."
"Graduate","","161","3.894","58.4","8.1","3.1",".",".",".",".","23.0","",".","3.7","",".","3.1","",".","0.6",".","."
"Prof Yr 2","","1","3.500",".","100.0",".",".",".",".",".",".","",".",".","",".",".","",".",".",".","."
"Prof Yr 3","","2","3.429","50.0",".","50.0",".",".",".",".",".","",".",".","",".",".","",".",".",".","."
"Professionals","","3","3.450","33.3","33.3","33.3",".",".",".",".",".","",".",".","",".",".","",".",".",".","."
"","Dept. Total","891","3.518","48.7","17.8","16.9","4.8","2.9","1.0","0.6","5.1","",".","0.9","",".","0.7","",".","0.2","0.2","0.1"
