"COMPUTER SCIENCES","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"266
COMP SCI","","","","","","","","","","","","","","","","","","","",""
"681
Senior Honors Thesis","092","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"692
Senior Thesis","065","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","045","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","082","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","087","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","101","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","105","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"704
Princ of Programming Langs","001","","25","3.460","32.0","40.0","20.0","4.0","4.0",".",".",".",".",".",".",".",".",".",".","."
"712
Finite Difference Methods","001","","23","3.932","82.6","13.0",".",".",".",".",".","4.3",".",".",".",".",".",".",".","."
"720
Integer Programming","001","","9","3.944","88.9","11.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"736
Advanced Operating Systems","001","","33","3.697","63.6","24.2","6.1",".","6.1",".",".",".",".",".",".",".",".",".",".","."
"739
Distributed Systems","001","","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"740
Advanced Computer Networks","001","","27","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"752
Adv Computer Architecture I","001","","9","3.611","55.6","11.1","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"757
Adv Computr Architecture II","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"764
Topics-Database Mgt Systems","001","","40","3.475","45.0","30.0","17.5",".","5.0",".","2.5",".",".",".",".",".",".",".",".","."
"766
Computer Vision","001","","17","3.469","41.2","41.2","5.9",".",".",".","5.9",".",".",".",".",".",".",".","5.9","."
"773
Prob-Computatnl Linguistics","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"784
Data Models and Languages","001","","36","3.639","41.7","44.4","13.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"790","061","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","066","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","067","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","082","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","086","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","092","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","095","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","101","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","102","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Master's Thesis","Course Total","","13","3.731","53.8","23.1","7.7",".",".",".",".","15.4",".",".",".",".",".",".",".","."
"799","034","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","036","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","045","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","066","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"799","067","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","082","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"799","085","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","087","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","088","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","092","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","093","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","095","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","097","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"799","101","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"March 29, 2013","","","","","","","","","","","","","","","","","","","Page 191 of 383",""
