"ENGLISH","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"350
ENGLISH","","","","","","","","","","","","","","","","","","","",""
"699","019","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"699","035","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","038","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","052","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","060","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","114","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","","13","3.719","76.9",".","7.7",".","7.7",".",".",".",".",".",".",".",".","7.7",".","."
"700
Intro-Composition Studies","001","","16","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"702
Perspectives on Literacy","001","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"708
Advanced English Syntax","001","","14","3.286","28.6","14.3","50.0",".","7.1",".",".",".",".",".",".",".",".",".",".","."
"709
Adv Eng Phonology","001","","18","3.529","38.9","33.3","16.7",".","5.6",".",".",".",".",".",".",".","5.6",".",".","."
"711
Rsch on English as 2nd Lang","001","","13","3.875","69.2","23.1",".",".",".",".",".",".",".",".",".",".","7.7",".",".","."
"737
Feminist Theory & Criticism","001","","13","3.875","69.2","23.1",".",".",".",".",".","7.7",".",".",".",".",".",".",".","."
"768
Seminar in Spenser","001","","10","3.700","60.0","20.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"771
English Lit, 1700-1745","001","","19","3.583","31.6","47.4","15.8",".",".",".",".","5.3",".",".",".",".",".",".",".","."
"799","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","013","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","046","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"799","050","","7","4.000","28.6",".",".",".",".",".",".","71.4",".",".",".",".",".",".",".","."
"799","061","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","065","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","068","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Reading","Course Total","","17","4.000","64.7",".",".",".",".",".",".","35.3",".",".",".",".",".",".",".","."
"801
The English Romantic Period","001","","18","3.972","94.4","5.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"811
Intens Crse-Major Am Poets","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"822
20th Century American Lit","001","","21","3.786","57.1","42.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"823
20th Century Literature","001","","11","3.727","54.5","36.4","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"900
Topics in Composition Study","002","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"905
Smr-Appld English Linguistc","001","","10","3.800","70.0","20.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"943
Seminar-Colonial Amer Lit","001","","12","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"956
Smr: Topics-Renaissance Lit","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"990","003","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","006","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","009","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","012","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"990","013","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","020","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","022","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","026","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","030","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","036","","1","***","","","","","","","","","",".",".",".",".",".",".","."
