"","999
015","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
046","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
194","2","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Advanced Independent Study","Course Total","5","***","","","","","","","","","","","","","","","","","",""
"ENVIR ST
360","Dept. Total","1101","3.360","39.8","23.2","18.4","7.8","3.9","0.9","0.8","3.1","",".","1.0","",".","0.8","0.1",".",".","0.2"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"360
ENVIR ST","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","90","3.106","20.0","28.9","24.4","14.4","10.0","1.1","1.1",".","",".",".","",".",".",".",".",".","."
"Sophomore","","157","3.170","28.7","28.0","20.4","12.1","7.0","1.3","2.5",".","",".",".","",".",".",".",".",".","."
"Junior","","199","3.284","33.7","26.1","22.1","11.6","4.0","1.5","1.0",".","",".",".","",".",".",".",".",".","."
"Senior","","349","3.359","35.2","25.5","23.8","8.0","3.4","0.9","0.6","2.6","",".",".","",".",".",".",".",".","."
"Undergraduates","","795","3.273","31.8","26.5","22.8","10.4","5.0","1.1","1.1","1.1","",".",".","",".",".",".",".",".","."
"Special","","19","3.411","42.1","21.1","21.1","5.3","5.3",".",".","5.3","",".",".","",".",".",".",".",".","."
"Graduate","","277","3.752","61.0","14.4","6.1","0.7","0.7","0.4",".","8.3","",".","4.0","",".","3.2","0.4",".",".","0.7"
"Prof Yr 2","","4","4.000","75.0",".",".",".",".",".",".","25.0","",".",".","",".",".",".",".",".","."
"Prof Yr 3","","6","3.786","83.3",".","16.7",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Professionals","","10","3.857","80.0",".","10.0",".",".",".",".","10.0","",".",".","",".",".",".",".",".","."
"","Dept. Total","1101","3.360","39.8","23.2","18.4","7.8","3.9","0.9","0.8","3.1","",".","1.0","",".","0.8","0.1",".",".","0.2"
