"","990
021","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","990
022","4","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","990
024","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Research","Course Total","15","3.964","93.3",".","6.7",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"PHYSIOL
762","Dept. Total","178","3.814","82.0","1.1","16.9",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"762
PHYSIOL","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","3","3.778","66.7","33.3",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","5","3.605","60.0","20.0","20.0",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","8","3.661","62.5","25.0","12.5",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Special","","1","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","41","3.804","85.4",".","14.6",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 1","","128","3.820","82.0",".","18.0",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","128","3.820","82.0",".","18.0",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","178","3.814","82.0","1.1","16.9",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
