"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"MUSIC-PERFORMANCE","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"664
MUS PERF","","","","","","","","","","","","","","","","","","","",""
"Elem/Intmed Horn","217","020","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem/Intmed Trumpet","219","063","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem/Intmed Trombone","221","089","6","3.583","50.0","16.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Elem/Intmed Euphonium","223","035","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem/Intmed Tuba","225","035","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","227","033","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","227","203","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem/Intmed Percussion","","Course Total","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","231","009","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","231","025","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","231","083","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem/Intermediate Violin","","Course Total","20","3.977","95.0","5.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","233","002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","233","004","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem/Intermediate Viola","","Course Total","4","***","","","","","","","","","","","","","","","",""
"","235","071","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","235","111","6","3.643","33.3","66.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Elem/Intmed Cello","","Course Total","7","3.688","42.9","57.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Elem/Intmed String Bass","237","066","6","3.333",".","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Elem/Intrmed Electric Bass","238","066","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem/Intermediate Harp","239","113","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem/Intmed Guitar","240","011","6","3.722","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Accompanying","242","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Second Year Composition","248","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Fundamentals-Percussion","27","001","6","3.750","66.7","16.7","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Techniques: Organ","303","042","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Techniques: Horn","317","020","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Adv Techniques: Percussion","327","012","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Techniques: Harp","339","113","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Piano Accompanying Lab","342","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Third Year Composition","347","027","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Third Year Composition","348","087","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Fundamentals-Low Strings","36","001","10","3.450","40.0","30.0","10.0","20.0",".",".",".",".",".",".",".",".",".",".",".","."
"","401","003","6","3.923","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","401","008","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","401","019","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","401","029","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","401","047","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Piano","","Course Total","15","3.800","80.0","6.7","13.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Harpsichord","402","042","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Organ","403","042","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","405","006","9","3.882","77.8","22.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"March 29, 2013","","","","","","","","","","","","","","","","","","","Page 264 of 383",""
