"TERM : 0984","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","","Office of the Registrar","",""
"Spring 1997-98","","","","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","","","",""
"SCANDINAVIAN STUDIES","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"872
SCAND ST","","","","","","","","","","","","","","","","","","","","","","",""
"SCAND ST
872","Dept. Total","171","3.297","31.0","31.6","21.1","3.5","2.9","1.2","3.5","3.5","",".",".","",".","",".","",".","1.2","0.6","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"872
SCAND ST","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","40","3.252","22.5","32.5","30.0","5.0","2.5","2.5","2.5",".","",".",".","",".","",".","",".","2.5",".","."
"Sophomore","","29","3.380","20.7","41.4","31.0","3.4","3.4",".",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","34","2.888","23.5","29.4","17.6","8.8","5.9",".","11.8",".","",".",".","",".","",".","",".","2.9",".","."
"Senior","","38","3.481","28.9","47.4","18.4",".","2.6",".",".","2.6","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","141","3.254","24.1","37.6","24.1","4.3","3.5","0.7","3.5","0.7","",".",".","",".","",".","",".","1.4",".","."
"Special","","10","2.958","30.0","10.0","10.0",".",".","10.0","10.0","30.0","",".",".","",".","",".","",".",".",".","."
"Graduate","","20","3.704","80.0",".","5.0",".",".",".",".","10.0","",".",".","",".","",".","",".",".","5.0","."
"","Dept. Total","171","3.297","31.0","31.6","21.1","3.5","2.9","1.2","3.5","3.5","",".",".","",".","",".","",".","1.2","0.6","."
