"","990
083","2","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","990
097","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"PhD Thesis-Real Estate","Course Total","4","***","","","","","","","","","","","","","","","","","","","",""
"Readng&Rsch-Real Estate PhD","999
015","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"REAL EST
239","Dept. Total","386","3.345","30.8","29.0","22.5","8.8","3.9","1.0","0.5","2.8","",".",".","",".","",".","",".","0.3","0.3","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"239
REAL EST","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","88","3.006","11.4","28.4","33.0","13.6","9.1","1.1","2.3","1.1","",".",".","",".","",".","",".",".",".","."
"Senior","","200","3.324","24.0","34.0","22.5","10.5","3.0","1.0",".","4.0","",".",".","",".","",".","",".","0.5","0.5","."
"Undergraduates","","288","3.224","20.1","32.3","25.7","11.5","4.9","1.0","0.7","3.1","",".",".","",".","",".","",".","0.3","0.3","."
"Special","","6","3.333","50.0","33.3",".",".",".","16.7",".",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","90","3.721","63.3","17.8","14.4","1.1","1.1",".",".","2.2","",".",".","",".","",".","",".",".",".","."
"Prof Yr 2","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","1","3.500",".","100.0",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","2","3.750","50.0","50.0",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","386","3.345","30.8","29.0","22.5","8.8","3.9","1.0","0.5","2.8","",".",".","",".","",".","",".","0.3","0.3","."
