"MECHANICAL ENGINEERING","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"612
M E","","","","","","","","","","","","","","","","","","","",""
"492","006","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"492","050","","6","3.893","83.3",".",".","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"Mech Engr Projects II","Course Total","","9","3.804","77.8",".","11.1","11.1",".",".",".",".",".",".",".",".",".",".",".","."
"508
Composite Materials","001","","17","3.844","76.5","5.9","11.8",".",".",".",".","5.9",".",".",".",".",".",".",".","."
"540
Exp Vib & Dynamic Sys Anal","001","","7","3.286","28.6","42.9",".","14.3","14.3",".",".",".",".",".",".",".",".",".",".","."
"545
Fluid Power","001","","12","3.500","41.7","33.3","16.7",".","8.3",".",".",".",".",".",".",".",".",".",".","."
"558
Intro-Computationl Geometry","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"563
Intermediate Fluid Dynamics","001","","27","3.692","44.4","44.4","7.4",".",".",".",".","3.7",".",".",".",".",".",".",".","."
"564
Heat Transfer","001","","30","3.650","60.0","10.0","30.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"565
Power Plant Technology","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"566
Cryogenics","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"577
Automatic Controls Lab","001","","11","3.773","54.5","45.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"641
Design & Anal-Manufact Sys","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"699","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","013","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","015","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","016","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","017","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","019","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","029","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","044","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","050","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","053","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Independent Study","Course Total","","16","3.905","81.3","18.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"712
Qual Product&Process Design","001","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"722
Intro to Polymer Rheology","001","","8","3.571","37.5","25.0","25.0",".",".",".",".","12.5",".",".",".",".",".",".",".","."
"735
Comp Integratd Concurr Dsgn","001","","11","3.909","81.8","18.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"739","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"739","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Adv Automation & Robotics","Course Total","","6","3.583","16.7","83.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"740
Struc Dyn&Dsgn Mech Compnts","001","","17","3.912","88.2","5.9","5.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"751
Matrix Meth-Dsgn&Anal-Mech","001","","12","3.875","75.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"765
Heat Transfer II-Convection","001","","13","3.846","69.2","30.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"774
Chem Kinetics-Combust Sys","001","","19","3.789","57.9","42.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"790","003","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"790","004","","6","4.000","50.0",".",".",".",".",".",".","16.7",".",".",".","33.3",".",".",".","."
"790","007","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"790","009","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","013","","7","3.857","42.9","14.3",".",".",".",".",".","42.9",".",".",".",".",".",".",".","."
"790","015","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"March 29, 2013","","","","","","","","","","","","","","","","","","","Page 135 of 383",""
