"SPANISH (SPANISH AND PORTU Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"912
SPANISH","","","","","","","","","","","","","","","","","","",""
"","204
004","23","3.152","26.1","21.7","26.1","8.7","17.4",".",".",".",".",".",".",".",".",".",".","."
"","204
005","20","3.250","20.0","30.0","40.0",".","10.0",".",".",".",".",".",".",".",".",".",".","."
"","007
204","23","3.109","21.7","34.8","17.4","4.3","17.4","4.3",".",".",".",".",".",".",".",".",".","."
"","204
008","22","3.364","31.8","31.8","22.7","4.5","9.1",".",".",".",".",".",".",".",".",".",".","."
"","204
009","24","3.413","37.5","20.8","29.2",".","8.3",".",".","4.2",".",".",".",".",".",".",".","."
"","010
204","24","2.870","20.8","4.2","33.3","12.5","20.8","4.2",".","4.2",".",".",".",".",".",".",".","."
"","204
011","24","3.458","41.7","25.0","25.0",".","8.3",".",".",".",".",".",".",".",".",".",".","."
"","204
013","24","3.250","45.8","25.0","8.3","8.3","4.2",".","8.3",".",".",".",".",".",".",".",".","."
"","014
204","23","3.304","30.4","30.4","26.1","4.3","4.3","4.3",".",".",".",".",".",".",".",".",".","."
"","204
015","21","3.000","4.8","28.6","38.1","19.0","9.5",".",".",".",".",".",".",".",".",".",".","."
"","204
016","21","2.447","23.8","4.8","14.3",".","28.6","9.5","9.5","9.5",".",".",".",".",".",".",".","."
"Fourth Semester Spanish","Course Total","290","3.198","29.0","24.5","24.8","5.5","11.4","1.7","1.4","1.4","0.3",".",".",".",".",".",".","."
"Spanish for Spanish Speaker","001
207","9","3.222","33.3","11.1","33.3","11.1","11.1",".",".",".",".",".",".",".",".",".",".","."
"","220
001","20","3.250","40.0","25.0","15.0","5.0","10.0",".","5.0",".",".",".",".",".",".",".",".","."
"","220
002","21","3.452","23.8","42.9","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","220
003","13","3.200","7.7","23.1","38.5","7.7",".",".",".","23.1",".",".",".",".",".",".",".","."
"Elem Survey-Spanish Am Lit","Course Total","54","3.324","25.9","31.5","27.8","3.7","3.7",".","1.9","5.6",".",".",".",".",".",".",".","."
"","221
001","23","3.109","26.1","8.7","39.1","13.0","13.0",".",".",".",".",".",".",".",".",".",".","."
"","221
002","26","3.440","30.8","23.1","42.3",".",".",".",".",".",".",".",".",".",".","3.8",".","."
"Elem Survey of Spanish Lit","Course Total","49","3.281","28.6","16.3","40.8","6.1","6.1",".",".",".",".",".",".",".",".","2.0",".","."
"","001
222","22","3.262","27.3","27.3","27.3","4.5","4.5","4.5",".",".",".",".",".",".",".","4.5",".","."
"","222
002","23","2.913","17.4","21.7","26.1","13.0","13.0","8.7",".",".",".",".",".",".",".",".",".","."
"","222
003","28","3.589","35.7","46.4","17.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"Elem Survey Hispan Lit-1700","Course Total","73","3.278","27.4","32.9","23.3","5.5","5.5","4.1",".",".",".",".",".",".",".","1.4",".","."
"","225
001","19","2.868","5.3","15.8","36.8","31.6","10.5",".",".",".",".",".",".",".",".",".",".","."
"","225
002","15","2.767","6.7","6.7","40.0","26.7","20.0",".",".",".",".",".",".",".",".",".",".","."
"","225
003","23","3.326","26.1","30.4","30.4","8.7","4.3",".",".",".",".",".",".",".",".",".",".","."
"","004
225","23","2.957","21.7","21.7","13.0","21.7","17.4","4.3",".",".",".",".",".",".",".",".",".","."
"","225
005","17","3.235","17.6","29.4","41.2","5.9","5.9",".",".",".",".",".",".",".",".",".",".","."
"","225
006","17","3.559","23.5","64.7","11.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","225
007","22","3.068","13.6","22.7","50.0","9.1",".",".","4.5",".",".",".",".",".",".",".",".","."
"","225
008","22","2.929","13.6","13.6","40.9","9.1","13.6","4.5",".","4.5",".",".",".",".",".",".",".","."
"3rd Yr Lang Prac&Gram Rev","Course Total","158","3.089","16.5","25.3","32.9","13.9","8.9","1.3","0.6","0.6",".",".",".",".",".",".",".","."
"","001
226","24","3.333","29.2","25.0","33.3","8.3","4.2",".",".",".",".",".",".",".",".",".",".","."
"","226
003","18","2.917","5.6","27.8","33.3","11.1","22.2",".",".",".",".",".",".",".",".",".",".","."
"","226
004","23","3.182","13.0","21.7","52.2","4.3","4.3",".",".",".","4.3",".",".",".",".",".",".","."
"","005
226","24","2.958","8.3","16.7","58.3","8.3","4.2",".","4.2",".",".",".",".",".",".",".",".","."
"","226
006","22","3.295","31.8","18.2","31.8","13.6","4.5",".",".",".",".",".",".",".",".",".",".","."
"","226
007","23","3.196","34.8","13.0","30.4",".","21.7",".",".",".",".",".",".",".",".",".",".","."
"","008
226","24","3.271","37.5","12.5","33.3","8.3","4.2","4.2",".",".",".",".",".",".",".",".",".","."
"3rd Yr Lang-Written Exprssn","Course Total","158","3.172","23.4","19.0","39.2","7.6","8.9","0.6","0.6",".","0.6",".",".",".",".",".",".","."
"Latin America-Introduction","260
001","14","3.077","21.4","28.6","21.4","14.3",".",".","7.1","7.1",".",".",".",".",".",".",".","."
"","311
001","24","3.542","45.8","29.2","16.7","4.2","4.2",".",".",".",".",".",".",".",".",".",".","."
"","311
002","22","3.455","45.5","22.7","18.2","4.5","9.1",".",".",".",".",".",".",".",".",".",".","."
"","311
003","23","3.500","34.8","26.1","34.8",".",".",".",".","4.3",".",".",".",".",".",".",".","."
"March 29, 2013","","","","","","","","","","","","","","","","","","Page 303 of 383",""
