"ATMOSPHERIC & OCEANIC SCIE Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"640
ATM OCN","","","","","","","","","","","","","","","","","","","",""
"100","001","","189","2.730","12.2","14.8","21.7","28.0","14.8","4.8","2.6",".",".",".",".",".",".","1.1",".","."
"100","002","","100","2.727","11.0","16.0","20.0","30.0","16.0","3.0","3.0","1.0",".",".",".",".",".",".",".","."
"Weather and Climate","Course Total","","289","2.729","11.8","15.2","21.1","28.7","15.2","4.2","2.8","0.3",".",".",".",".",".","0.7",".","."
"101
Weather and Climate","001","","133","2.837","18.0","9.8","21.8","28.6","18.0","2.3","0.8",".",".",".",".",".","0.8",".",".","."
"105
Survey of Oceanography","001","","22","2.627","18.2","9.1","27.3","9.1","18.2","13.6","4.5",".",".",".",".",".",".",".",".","."
"121
Atmspherc Envirnmnt&Society","001","","76","2.908","15.8","26.3","27.6","10.5","9.2","7.9","2.6",".",".",".",".",".",".",".",".","."
"171
Global Chg: Atmospheric Iss","001","","40","2.825","12.5","27.5","25.0","7.5","20.0","2.5","5.0",".",".",".",".",".",".",".",".","."
"265
Intro-Phy Ocn/Scntsts&Engrs","001","","7","3.500","42.9","14.3","42.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"311
Dynamic-Atmosphere&Ocean II","001","","17","3.188","23.5","23.5","17.6","23.5","5.9",".",".",".",".",".",".",".","5.9",".",".","."
"340
Physics-Atmosphere&Ocean II","001","","18","3.278","38.9",".","38.9","22.2",".",".",".",".",".",".",".",".",".",".",".","."
"405
AOS Senior Capstone Seminar","001","","7","3.429",".","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"453
Syn Lab II-Mesoscale Meteor","001","","9","3.222","33.3","22.2","11.1","22.2","11.1",".",".",".",".",".",".",".",".",".",".","."
"472
Sci Bckgrnd-Globl Envr Prob","001","","6","3.583","66.7",".","16.7","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"528
Past Climates&Climatic Chg","001","","13","3.808","69.2","23.1","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"535
Atmospherc Dispersn&Pollutn","001","","10","3.350","40.0","10.0","30.0","20.0",".",".",".",".",".",".",".",".",".",".",".","."
"611
Geophys Fluid Dynamics II","001","","6","3.750","66.7","16.7","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"637
Cloud Physics","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"640
Radiatn in Atmosphere&Ocean","001","","12","3.792","66.7","25.0","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"698
Directed Study","029","","7","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"699","015","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","016","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","027","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","028","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","030","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","","10","3.741","60.0","30.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"745
Meterologicl Satellite Appl","001","","10","3.400","20.0","50.0","20.0","10.0",".",".",".",".",".",".",".",".",".",".",".","."
"907
Smr:Ph.D. Rsch Presentatns","001","","12","3.625","25.0","75.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"911
Oceanography&Limnology Smr","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"931
Seminar-Cloud Physics","001","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"990","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","010","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","011","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","013","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","016","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","017","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","018","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","022","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","025","","8","4.000","37.5",".",".",".",".",".",".","50.0",".",".",".","12.5",".",".",".","."
"990","026","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","027","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","028","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","029","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","030","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"March 29, 2013","","","","","","","","","","","","","","","","","","","Page 254 of 383",""
