"","990
064","2","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
070","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
073","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Research","Course Total","72","4.000","69.4",".",".",".",".",".",".","25.0","",".",".","",".","5.6",".",".",".","."
"MICROBIO
192","Dept. Total","1284","3.162","37.1","13.6","25.5","10.4","8.4","1.6","0.9","1.9","",".",".","",".","0.3","0.1","0.2","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"192
MICROBIO","","","","","","","","","","","","","","","","","","","","",""
"","","3","3.500","66.7",".","33.3",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Freshmen","","57","2.549","10.5","3.5","40.4","19.3","15.8","3.5","7.0",".","",".",".","",".",".",".",".",".","."
"Sophomore","","180","2.951","15.0","16.7","42.2","16.1","5.6","4.4",".",".","",".",".","",".",".",".",".",".","."
"Junior","","308","2.999","23.1","17.5","27.9","14.6","13.0","2.3","1.3",".","",".",".","",".",".",".",".","0.3","."
"Senior","","439","3.178","33.0","17.5","26.0","10.3","10.7","0.7","0.9","0.2","",".",".","",".",".","0.2","0.5",".","."
"Undergraduates","","984","3.033","25.3","16.6","30.4","13.2","10.8","2.0","1.2","0.1","",".",".","",".",".","0.1","0.2","0.1","."
"Special","","15","3.179","20.0","20.0","46.7","13.3",".",".",".",".","",".",".","",".",".",".",".",".","."
"Graduate","","279","3.855","79.6","3.2","6.5","0.4","0.4",".",".","8.6","",".",".","",".","1.4",".",".",".","."
"Prof Yr 1","","1","2.000",".",".",".",".","100.0",".",".",".","",".",".","",".",".",".",".",".","."
"Prof Yr 3","","2","3.000",".",".","100.0",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Professionals","","3","2.571",".",".","66.7",".","33.3",".",".",".","",".",".","",".",".",".",".",".","."
"","Dept. Total","1284","3.162","37.1","13.6","25.5","10.4","8.4","1.6","0.9","1.9","",".",".","",".","0.3","0.1","0.2","0.1","."
