"","699
004","7","4.000","100.0",".",".",".",".",".",".",".",".","",".",".","",".","",".","",".",".","."
"","699
007","4","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","699
201","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Directed Study","Course Total","15","3.913","86.7","6.7","6.7",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"AMER IND
140","Dept. Total","138","3.798","81.9","5.1","8.0","0.7","0.7","0.7","1.4","1.4","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"140
AMER IND","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","17","3.140","58.8","5.9","11.8","5.9",".","5.9","11.8",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","35","3.942","91.4","5.7","2.9",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","30","3.883","86.7","3.3","10.0",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","50","3.816","78.0","6.0","10.0",".","2.0",".",".","4.0","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","132","3.789","81.1","5.3","8.3","0.8","0.8","0.8","1.5","1.5","",".",".","",".","",".","",".",".",".","."
"Special","","3","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","3","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","138","3.798","81.9","5.1","8.0","0.7","0.7","0.7","1.4","1.4","",".",".","",".","",".","",".",".",".","."
