"ALS","","","","","","","","","","","","","","","","","","","","","","","",""
"AGRONOMY","Section","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"132
AGRONOMY","","","","","","","","","","","","","","","","","","","","","","","",""
"AGRONOMY
132","Dept. Total","133","3.554","51.9","16.5","17.3","4.5","3.0","",".","0.8","6.0","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"132
AGRONOMY","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","11","3.180","9.1","36.4","45.5","9.1",".","",".",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","27","3.452","51.9","18.5","14.8","11.1","3.7","",".",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","36","3.351","41.7","19.4","25.0","5.6","8.3","",".",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","74","3.367","40.5","21.6","24.3","8.1","5.4","",".",".",".","",".",".","",".","",".","",".",".",".","."
"Special","","3","2.250",".",".","66.7",".",".","",".","33.3",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","56","3.898","69.6","10.7","5.4",".",".","",".",".","14.3","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","133","3.554","51.9","16.5","17.3","4.5","3.0","",".","0.8","6.0","",".",".","",".","",".","",".",".",".","."
