"European Studies Seminar","","","","","","","","","","","","","","","","","","","","","","","",""
"Global Marketing","720
001","5","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"International Real Estate","730
001","1","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Multinational Bus Finance","745
001","2","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"INTL BUS
235","Dept. Total","495","3.051","22.0","20.4","20.8","18.8","15.8","1.2","",".","1.0","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"235
INTL BUS","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","4","1.875",".",".",".","25.0","50.0","25.0","",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","167","3.045","21.6","21.0","21.6","18.0","17.4","0.6","",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","157","2.914","14.6","18.5","23.6","25.5","15.9","1.9","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","149","3.208","30.2","20.8","18.8","13.4","13.4","0.7","",".","2.7","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","477","3.042","21.8","19.9","21.2","19.1","15.9","1.3","",".","0.8","",".",".","",".","",".","",".",".",".","."
"Special","","10","3.100","30.0","20.0","10.0","20.0","20.0",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","8","3.571","25.0","50.0","12.5",".",".",".","",".","12.5","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","495","3.051","22.0","20.4","20.8","18.8","15.8","1.2","",".","1.0","",".",".","",".","",".","",".",".",".","."
