"PSYCHOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"820
PSYCH","","","","","","","","","","","","","","","","","","",""
"","202
001","319","2.274","13.2","8.5","12.5","8.5","35.1","12.5","8.2","1.3",".",".",".",".",".","0.3",".","."
"","002
202","358","2.735","17.3","14.8","20.9","10.6","27.1","8.1","0.8","0.3",".",".",".",".",".",".",".","."
"","202
003","351","2.877","17.1","19.7","17.9","26.5","12.5","3.7","2.0","0.6",".",".",".",".",".",".",".","."
"","202
004","363","2.787","16.5","18.5","14.0","23.1","20.7","6.6","0.6",".",".",".",".",".",".",".",".","."
"Introduction to Psychology","Course Total","1391","2.680","16.1","15.5","16.5","17.4","23.6","7.6","2.7","0.5",".",".",".",".",".","0.1",".","."
"","210
001","67","2.515","13.4","3.0","23.9","17.9","29.9","7.5","3.0",".",".",".",".",".",".","1.5",".","."
"","002
210","54","2.769","9.3","5.6","50.0","7.4","25.9",".","1.9",".",".",".",".",".",".",".",".","."
"","003
210","61","2.844","23.0","18.0","23.0","16.4","8.2","3.3","8.2",".",".",".",".",".",".",".",".","."
"","210
004","54","2.519","5.6","11.1","29.6","11.1","33.3","7.4","1.9",".",".",".",".",".",".",".",".","."
"","210
005","69","2.188","2.9","14.5","11.6","11.6","39.1","14.5","5.8",".",".",".",".",".",".",".",".","."
"","210
006","61","2.517","13.1","8.2","24.6","14.8","24.6","6.6","6.6","1.6",".",".",".",".",".",".",".","."
"Psychometric Methods","Course Total","366","2.547","11.2","10.1","26.2","13.4","27.0","6.8","4.6","0.3",".",".",".",".",".","0.3",".","."
"","225
001","45","2.600","8.9","13.3","26.7","13.3","26.7","11.1",".",".",".",".",".",".",".",".",".","."
"","002
225","43","2.570","7.0","11.6","30.2","14.0","30.2","2.3","4.7",".",".",".",".",".",".",".",".","."
"","003
225","42","2.857","11.9","16.7","31.0","11.9","28.6",".",".",".",".",".",".",".",".",".",".","."
"","004
225","46","2.587","15.2","6.5","21.7","15.2","32.6","6.5","2.2",".",".",".",".",".",".",".",".","."
"Experimental Psychology","Course Total","176","2.651","10.8","11.9","27.3","13.6","29.5","5.1","1.7",".",".",".",".",".",".",".",".","."
"Honors Crse-Intro to Psych","281
001","20","3.875","80.0","15.0","5.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Issues in Psychology","311
001","48","2.761","14.6","12.5","29.2","16.7","12.5","8.3","2.1","4.2",".",".",".",".",".",".",".","."
"Asian Am Persnalty&Men Hlth","342
001","22","3.214","22.7","18.2","40.9","4.5","9.1",".",".","4.5",".",".",".",".",".",".",".","."
"Introduction-Human Factors","349
001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","386
001","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","386
002","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","386
003","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics in Psych for Honors","Course Total","31","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Psychology of Perception","001
406","83","3.128","25.3","18.1","26.5","16.9","13.3",".",".",".",".",".",".",".",".",".",".","."
"Psychology of Motivation","409
001","140","2.683","14.3","15.7","20.0","21.4","16.4","7.9","3.6","0.7",".",".",".",".",".",".",".","."
"","411
002","24","3.792","70.8","16.7","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","411
007","22","3.500","31.8","40.9","22.7","4.5",".",".",".",".",".",".",".",".",".",".",".","."
"","411
012","28","3.196","21.4","35.7","10.7","25.0","7.1",".",".",".",".",".",".",".",".",".",".","."
"","013
411","12","3.167","33.3","16.7","41.7",".",".",".","8.3",".",".",".",".",".",".",".",".","."
"","411
015","28","3.554","46.4","25.0","21.4","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"","022
411","28","3.464","42.9","32.1","10.7","3.6","10.7",".",".",".",".",".",".",".",".",".",".","."
"","026
411","27","3.346","33.3","25.9","18.5","11.1","7.4",".",".","3.7",".",".",".",".",".",".",".","."
"","411
099","19","3.447","52.6","15.8","26.3",".",".",".","5.3",".",".",".",".",".",".",".",".","."
"Current Topics - Psychology","Course Total","188","3.447","41.5","27.1","18.6","7.4","3.7",".","1.1","0.5",".",".",".",".",".",".",".","."
"Cognitive Psychology","414
001","89","3.098","13.5","13.5","50.6","19.1","1.1",".",".",".",".",".",".",".",".","2.2",".","."
"Human Info Processing","001
419","17","3.219","35.3","11.8","11.8","29.4","5.9",".",".","5.9",".",".",".",".",".",".",".","."
"Psychology of Language","421
001","28","3.732","60.7","25.0","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Animal Behavior-Primates","450
001","117","2.923","18.8","12.8","29.9","19.7","15.4","2.6","0.9",".",".",".",".",".",".",".",".","."
"Behavioral Neuroscience","454
001","62","2.992","25.8","12.9","19.4","21.0","19.4","1.6",".",".",".",".",".",".",".",".",".","."
"","455
001","14","3.857","78.6","14.3","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","455
002","11","3.318","54.5","9.1","27.3",".",".",".","9.1",".",".",".",".",".",".",".",".","."
"","455
003","13","3.615","38.5","53.8",".","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"March 29, 2013","","","","","","","","","","","","","","","","","","Page 280 of 383",""
