"","999
052","3","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
053","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
055","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"Independent Reading","Course Total","21","3.980","85.7","4.8",".",".",".",".",".",".",".",".","",".","4.8","4.8",".",".","."
"SOC WORK
896","Dept. Total","1455","3.580","55.6","20.7","12.2","5.5","2.5","0.9","0.4","1.2","0.1",".","",".","0.2","0.4","0.3","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"896
SOC WORK","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","1","3.000",".",".","100.0",".",".",".",".",".",".",".","",".",".",".",".",".","."
"Sophomore","","65","3.008","10.8","33.8","24.6","15.4","12.3","1.5","1.5",".",".",".","",".",".",".",".",".","."
"Junior","","257","3.285","34.6","23.3","22.6","11.7","3.1","2.3","1.2",".","0.4",".","",".",".",".","0.8",".","."
"Senior","","402","3.452","43.0","23.6","15.9","8.0","4.5","1.5","0.5","2.7",".",".","",".",".",".","0.2",".","."
"Undergraduates","","725","3.345","37.1","24.4","19.2","9.9","4.7","1.8","0.8","1.5","0.1",".","",".",".",".","0.4",".","."
"Special","","16","3.588","31.3","37.5",".","6.3",".",".",".",".",".",".","",".",".","18.8",".","6.3","."
"Graduate","","711","3.860","75.1","16.3","5.3","1.0","0.3",".",".","1.0",".",".","",".","0.4","0.4","0.1",".","."
"Prof Yr 3","","3","3.708","33.3","66.7",".",".",".",".",".",".",".",".","",".",".",".",".",".","."
"Professionals","","3","3.708","33.3","66.7",".",".",".",".",".",".",".",".","",".",".",".",".",".","."
"","Dept. Total","1455","3.580","55.6","20.7","12.2","5.5","2.5","0.9","0.4","1.2","0.1",".","",".","0.2","0.4","0.3","0.1","."
