"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"ALS","","","","","","","","","","","","","","","","","","","",""
"RURAL SOCIOLOGY","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"864
RUR SOC","","","","","","","","","","","","","","","","","","","",""
"Intro-Rural Sociology","140","001","16","2.969","37.5","6.3","25.0",".","25.0",".","6.3",".",".",".",".",".",".",".",".","."
"Survey of Sociology","210","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Gender & Work-Rural America","215","001","7","3.071","28.6","14.3","28.6",".","28.6",".",".",".",".",".",".",".",".",".",".","."
"Ag&Soc Change-Western Hist","230","001","25","3.208","32.0","20.0","8.0","28.0","8.0",".",".","4.0",".",".",".",".",".",".",".","."
"Envir, Nat Rsrce & Communty","248","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Latin America-Introduction","260","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","299","070","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Meth-Sociological Inquiry","357","002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Dsgn&Analysis-Social Rsch","358","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Statis Analysis-Social Rsch","359","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Stats for Sociologists I","360","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Coord Intrnshp/Cooprtv Educ","399","072","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Sociol-Mental Hlth&Disorder","525","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Soc Bhv & Natural Resources","541","001","10","3.650","60.0","10.0","30.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Social Ecol of Amazon Basin","613","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Modern American Communities","645","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Special Problems","699","070","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Sociology-Economic Change","725","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Methods-Qualitative Resch","755","002","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Grassroot Devlpmnt-3rd Wrld","941","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","948","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","948","002","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Smr: Envir & Resource Soc","","Course Total","6","3.417",".","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Rsch:Sci,Tech,Ag,Rscs&Envir","985","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","005","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","025","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","028","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","029","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","032","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","038","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","053","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","057","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","070","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","075","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Research","","Course Total","16","4.000","62.5",".",".",".",".",".",".","6.3",".",".",".","31.3",".",".",".","."
"Research:Soc of Econ Chnge","993","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","999","005","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","999","025","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","999","072","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Reading and Research","","Course Total","3","***","","","","","","","","","","","","","","","",""
