"ALS","","","","","","","","","","","","","","","","","","","","","","",""
"RURAL SOCIOLOGY","Section","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"864
RUR SOC","","","","","","","","","","","","","","","","","","","","","","",""
"RUR SOC
864","Dept. Total","127","3.444","49.6","14.2","11.8","7.1","7.9","",".","0.8","4.7","",".",".","",".","3.9","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"864
RUR SOC","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","14","3.036","28.6","21.4","21.4","14.3","7.1","",".","7.1",".","",".",".","",".",".","",".",".",".","."
"Sophomore","","12","2.941","25.0","16.7","16.7","16.7","25.0","",".",".",".","",".",".","",".",".","",".",".",".","."
"Junior","","19","3.231","47.4","5.3","10.5","15.8","15.8","",".",".","5.3","",".",".","",".",".","",".",".",".","."
"Senior","","36","3.495","55.6","11.1","19.4","5.6","8.3","",".",".",".","",".",".","",".",".","",".",".",".","."
"Undergraduates","","81","3.268","44.4","12.3","17.3","11.1","12.3","",".","1.2","1.2","",".",".","",".",".","",".",".",".","."
"Graduate","","46","3.850","58.7","17.4","2.2",".",".","",".",".","10.9","",".",".","",".","10.9","",".",".",".","."
"","Dept. Total","127","3.444","49.6","14.2","11.8","7.1","7.9","",".","0.8","4.7","",".",".","",".","3.9","",".",".",".","."
