"EDU","","","","","","","","","","","","","","","","","","","","","",""
"THERAPEUTIC SCI (DEPT-KINES Section","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"939
THER SCI","","","","","","","","","","","","","","","","","","","","","",""
"THER SCI
Dept. Total
939","843","3.598","51.6","23.6","14.6","1.7","0.7","0.1","",".","0.5","",".","7.1","",".","0.1","",".",".",".","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"939
THER SCI","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","20","3.738","75.0","5.0","15.0",".","5.0",".","",".",".","",".",".","",".",".","",".",".",".","."
"Sophomore","25","3.788","72.0","16.0","8.0","4.0",".",".","",".",".","",".",".","",".",".","",".",".",".","."
"Junior","57","3.831","82.5","8.8","8.8",".",".",".","",".",".","",".",".","",".",".","",".",".",".","."
"Senior","725","3.575","47.4","26.1","15.6","1.8","0.7","0.1","",".","0.4","",".","7.9","",".",".","",".",".",".","."
"Undergraduates","827","3.592","51.3","24.1","14.9","1.7","0.7","0.1","",".","0.4","",".","6.9","",".",".","",".",".",".","."
"Special","7","4.000","42.9",".",".",".",".",".","",".","14.3","",".","42.9","",".",".","",".",".",".","."
"Graduate","9","4.000","88.9",".",".",".",".",".","",".",".","",".",".","",".","11.1","",".",".",".","."
"Dept. Total","843","3.598","51.6","23.6","14.6","1.7","0.7","0.1","",".","0.5","",".","7.1","",".","0.1","",".",".",".","."
