"ALS","","","","","","","","","","","","","","","","","","","","","","",""
"DAIRY SCIENCE","Section","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"292
DY SCI","","","","","","","","","","","","","","","","","","","","","","",""
"DY SCI
292","Dept. Total","201","3.358","40.8","10.4","16.4","8.5","5.5","",".","0.5","15.9","",".",".","",".","2.0","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"292
DY SCI","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","13","3.500","38.5","30.8","23.1","7.7",".","",".",".",".","",".",".","",".",".","",".",".",".","."
"Sophomore","","32","3.243","40.6","18.8","21.9","6.3","12.5","",".",".",".","",".",".","",".",".","",".",".",".","."
"Junior","","37","3.094","35.1","10.8","18.9","24.3","10.8","",".",".",".","",".",".","",".",".","",".",".",".","."
"Senior","","38","3.298","47.4","13.2","15.8","13.2","7.9","",".","2.6",".","",".",".","",".",".","",".",".",".","."
"Undergraduates","","120","3.238","40.8","15.8","19.2","14.2","9.2","",".","0.8",".","",".",".","",".",".","",".",".",".","."
"Special","","2","4.000","50.0",".",".",".",".","",".",".","50.0","",".",".","",".",".","",".",".",".","."
"Graduate","","79","3.759","40.5","2.5","12.7",".",".","",".",".","39.2","",".",".","",".","5.1","",".",".",".","."
"","Dept. Total","201","3.358","40.8","10.4","16.4","8.5","5.5","",".","0.5","15.9","",".",".","",".","2.0","",".",".",".","."
